Date,EPV
20160301:0156,0
20160301:0256,0
20160301:0356,0
20160301:0456,0
20160301:0556,0
20160301:0656,0
20160301:0756,16.59
20160301:0856,18.02
20160301:0956,64.12
20160301:1056,58.64
20160301:1156,141.74
20160301:1256,324.42
20160301:1356,284.95
20160301:1456,375.93
20160301:1556,277.76
20160301:1656,11.54
20160301:1756,0
20160301:1856,0
20160301:1956,0
20160301:2056,0
20160301:2156,0
20160301:2256,0
20160301:2356,0
20160302:0056,0
20160302:0156,0
20160302:0256,0
20160302:0356,0
20160302:0456,0
20160302:0556,0
20160302:0656,0
20160302:0756,207.38
20160302:0856,432.51
20160302:0956,107.76
20160302:1056,312.29
20160302:1156,346.02
20160302:1256,463.07
20160302:1356,684.91
20160302:1456,58.42
20160302:1556,299.48
20160302:1656,11.84
20160302:1756,0
20160302:1856,0
20160302:1956,0
20160302:2056,0
20160302:2156,0
20160302:2256,0
20160302:2356,0
20160303:0056,0
20160303:0156,0
20160303:0256,0
20160303:0356,0
20160303:0456,0
20160303:0556,0
20160303:0656,0
20160303:0756,218.97
20160303:0856,442.78
20160303:0956,428.91
20160303:1056,164.18
20160303:1156,92.68
20160303:1256,249.02
20160303:1356,170.62
20160303:1456,147.85
20160303:1556,181.91
20160303:1656,38.09
20160303:1756,0
20160303:1856,0
20160303:1956,0
20160303:2056,0
20160303:2156,0
20160303:2256,0
20160303:2356,0
20160304:0056,0
20160304:0156,0
20160304:0256,0
20160304:0356,0
20160304:0456,0
20160304:0556,0
20160304:0656,0
20160304:0756,275.96
20160304:0856,514.79
20160304:0956,686.6
20160304:1056,780.76
20160304:1156,386.95
20160304:1256,290.83
20160304:1356,300.12
20160304:1456,229.63
20160304:1556,86.7
20160304:1656,35.28
20160304:1756,0
20160304:1856,0
20160304:1956,0
20160304:2056,0
20160304:2156,0
20160304:2256,0
20160304:2356,0
20160305:0056,0
20160305:0156,0
20160305:0256,0
20160305:0356,0
20160305:0456,0
20160305:0556,0
20160305:0656,0.88
20160305:0756,60.69
20160305:0856,197.38
20160305:0956,261.19
20160305:1056,785.96
20160305:1156,542.47
20160305:1256,472.46
20160305:1356,665.19
20160305:1456,492.07
20160305:1556,212.49
20160305:1656,50.51
20160305:1756,0
20160305:1856,0
20160305:1956,0
20160305:2056,0
20160305:2156,0
20160305:2256,0
20160305:2356,0
20160306:0056,0
20160306:0156,0
20160306:0256,0
20160306:0356,0
20160306:0456,0
20160306:0556,0
20160306:0656,1.87
20160306:0756,220.88
20160306:0856,210.3
20160306:0956,396.8
20160306:1056,412.73
20160306:1156,310.97
20160306:1256,125.19
20160306:1356,226.38
20160306:1456,206.92
20160306:1556,61.72
20160306:1656,57.27
20160306:1756,0
20160306:1856,0
20160306:1956,0
20160306:2056,0
20160306:2156,0
20160306:2256,0
20160306:2356,0
20160307:0056,0
20160307:0156,0
20160307:0256,0
20160307:0356,0
20160307:0456,0
20160307:0556,0
20160307:0656,3.28
20160307:0756,298.79
20160307:0856,534.58
20160307:0956,705.64
20160307:1056,803.87
20160307:1156,632.26
20160307:1256,798.33
20160307:1356,695.15
20160307:1456,224.52
20160307:1556,315.84
20160307:1656,90.57
20160307:1756,0
20160307:1856,0
20160307:1956,0
20160307:2056,0
20160307:2156,0
20160307:2256,0
20160307:2356,0
20160308:0056,0
20160308:0156,0
20160308:0256,0
20160308:0356,0
20160308:0456,0
20160308:0556,0
20160308:0656,0
20160308:0756,36.33
20160308:0856,114.97
20160308:0956,136.9
20160308:1056,303.94
20160308:1156,677.21
20160308:1256,145.26
20160308:1356,171.06
20160308:1456,79.55
20160308:1556,53.85
20160308:1656,0
20160308:1756,0
20160308:1856,0
20160308:1956,0
20160308:2056,0
20160308:2156,0
20160308:2256,0
20160308:2356,0
20160309:0056,0
20160309:0156,0
20160309:0256,0
20160309:0356,0
20160309:0456,0
20160309:0556,0
20160309:0656,0
20160309:0756,19.03
20160309:0856,128.7
20160309:0956,45.76
20160309:1056,47.42
20160309:1156,100.52
20160309:1256,108.63
20160309:1356,61.25
20160309:1456,95.07
20160309:1556,14.41
20160309:1656,22.67
20160309:1756,0
20160309:1856,0
20160309:1956,0
20160309:2056,0
20160309:2156,0
20160309:2256,0
20160309:2356,0
20160310:0056,0
20160310:0156,0
20160310:0256,0
20160310:0356,0
20160310:0456,0
20160310:0556,0
20160310:0656,99.81
20160310:0756,106.39
20160310:0856,72.95
20160310:0956,72.89
20160310:1056,137.8
20160310:1156,136.63
20160310:1256,126.25
20160310:1356,110.1
20160310:1456,91.11
20160310:1556,234.76
20160310:1656,33.79
20160310:1756,0
20160310:1856,0
20160310:1956,0
20160310:2056,0
20160310:2156,0
20160310:2256,0
20160310:2356,0
20160311:0056,0
20160311:0156,0
20160311:0256,0
20160311:0356,0
20160311:0456,0
20160311:0556,0
20160311:0656,47.84
20160311:0756,68.97
20160311:0856,153.85
20160311:0956,221.4
20160311:1056,296.95
20160311:1156,621.29
20160311:1256,743.61
20160311:1356,653.84
20160311:1456,507.89
20160311:1556,310.35
20160311:1656,86.74
20160311:1756,0
20160311:1856,0
20160311:1956,0
20160311:2056,0
20160311:2156,0
20160311:2256,0
20160311:2356,0
20160312:0056,0
20160312:0156,0
20160312:0256,0
20160312:0356,0
20160312:0456,0
20160312:0556,0
20160312:0656,51.9
20160312:0756,49.54
20160312:0856,134.97
20160312:0956,193.98
20160312:1056,311.5
20160312:1156,758
20160312:1256,583.46
20160312:1356,478.59
20160312:1456,396.5
20160312:1556,183.26
20160312:1656,33.43
20160312:1756,0
20160312:1856,0
20160312:1956,0
20160312:2056,0
20160312:2156,0
20160312:2256,0
20160312:2356,0
20160313:0056,0
20160313:0156,0
20160313:0256,0
20160313:0356,0
20160313:0456,0
20160313:0556,0
20160313:0656,60.34
20160313:0756,113.09
20160313:0856,111.39
20160313:0956,147.08
20160313:1056,194.06
20160313:1156,526.33
20160313:1256,778.84
20160313:1356,681.6
20160313:1456,525.59
20160313:1556,319.51
20160313:1656,101.36
20160313:1756,0
20160313:1856,0
20160313:1956,0
20160313:2056,0
20160313:2156,0
20160313:2256,0
20160313:2356,0
20160314:0056,0
20160314:0156,0
20160314:0256,0
20160314:0356,0
20160314:0456,0
20160314:0556,0
20160314:0656,73.01
20160314:0756,83.44
20160314:0856,169.77
20160314:0956,521.7
20160314:1056,825.43
20160314:1156,851.85
20160314:1256,811.49
20160314:1356,713.12
20160314:1456,550.15
20160314:1556,313.34
20160314:1656,109.83
20160314:1756,0
20160314:1856,0
20160314:1956,0
20160314:2056,0
20160314:2156,0
20160314:2256,0
20160314:2356,0
20160315:0056,0
20160315:0156,0
20160315:0256,0
20160315:0356,0
20160315:0456,0
20160315:0556,0
20160315:0656,71.79
20160315:0756,160.82
20160315:0856,96.32
20160315:0956,231.15
20160315:1056,114.82
20160315:1156,133.56
20160315:1256,206.42
20160315:1356,88.4
20160315:1456,60.48
20160315:1556,58
20160315:1656,21.78
20160315:1756,0
20160315:1856,0
20160315:1956,0
20160315:2056,0
20160315:2156,0
20160315:2256,0
20160315:2356,0
20160316:0056,0
20160316:0156,0
20160316:0256,0
20160316:0356,0
20160316:0456,0
20160316:0556,0
20160316:0656,79.74
20160316:0756,185.6
20160316:0856,314.71
20160316:0956,433.3
20160316:1056,179.71
20160316:1156,200.44
20160316:1256,136.94
20160316:1356,137.6
20160316:1456,463.7
20160316:1556,174.7
20160316:1656,109.85
20160316:1756,0.58
20160316:1856,0
20160316:1956,0
20160316:2056,0
20160316:2156,0
20160316:2256,0
20160316:2356,0
20160317:0056,0
20160317:0156,0
20160317:0256,0
20160317:0356,0
20160317:0456,0
20160317:0556,0
20160317:0656,94.52
20160317:0756,159.98
20160317:0856,440.31
20160317:0956,727.27
20160317:1056,813.99
20160317:1156,835.75
20160317:1256,794.02
20160317:1356,692.45
20160317:1456,536.46
20160317:1556,330.94
20160317:1656,110.24
20160317:1756,1.3
20160317:1856,0
20160317:1956,0
20160317:2056,0
20160317:2156,0
20160317:2256,0
20160317:2356,0
20160318:0056,0
20160318:0156,0
20160318:0256,0
20160318:0356,0
20160318:0456,0
20160318:0556,0
20160318:0656,103.36
20160318:0756,47.6
20160318:0856,70.4
20160318:0956,86.36
20160318:1056,112.05
20160318:1156,193.75
20160318:1256,117.47
20160318:1356,108.01
20160318:1456,65.04
20160318:1556,49.85
20160318:1656,23.21
20160318:1756,0.17
20160318:1856,0
20160318:1956,0
20160318:2056,0
20160318:2156,0
20160318:2256,0
20160318:2356,0
20160319:0056,0
20160319:0156,0
20160319:0256,0
20160319:0356,0
20160319:0456,0
20160319:0556,0
20160319:0656,107.82
20160319:0756,32.29
20160319:0856,83.45
20160319:0956,181.31
20160319:1056,149.47
20160319:1156,188.68
20160319:1256,160.73
20160319:1356,121.26
20160319:1456,95.52
20160319:1556,61.5
20160319:1656,21.78
20160319:1756,0
20160319:1856,0
20160319:1956,0
20160319:2056,0
20160319:2156,0
20160319:2256,0
20160319:2356,0
20160320:0056,0
20160320:0156,0
20160320:0256,0
20160320:0356,0
20160320:0456,0
20160320:0556,0
20160320:0656,114.24
20160320:0756,58.05
20160320:0856,87.89
20160320:0956,110.28
20160320:1056,158.44
20160320:1156,179.79
20160320:1256,234.19
20160320:1356,187.35
20160320:1456,226.41
20160320:1556,192.61
20160320:1656,113.83
20160320:1756,0.67
20160320:1856,0
20160320:1956,0
20160320:2056,0
20160320:2156,0
20160320:2256,0
20160320:2356,0
20160321:0056,0
20160321:0156,0
20160321:0256,0
20160321:0356,0
20160321:0456,0
20160321:0556,0
20160321:0656,122.41
20160321:0756,360.64
20160321:0856,565.7
20160321:0956,449.61
20160321:1056,783.17
20160321:1156,528.03
20160321:1256,501.75
20160321:1356,257.23
20160321:1456,144.06
20160321:1556,73.46
20160321:1656,31.7
20160321:1756,0
20160321:1856,0
20160321:1956,0
20160321:2056,0
20160321:2156,0
20160321:2256,0
20160321:2356,0
20160322:0056,0
20160322:0156,0
20160322:0256,0
20160322:0356,0
20160322:0456,0
20160322:0556,0
20160322:0656,127.06
20160322:0756,371.15
20160322:0856,572.83
20160322:0956,577.29
20160322:1056,202.62
20160322:1156,261.52
20160322:1256,605.34
20160322:1356,357.89
20160322:1456,384.5
20160322:1556,190.27
20160322:1656,42.14
20160322:1756,5.79
20160322:1856,0
20160322:1956,0
20160322:2056,0
20160322:2156,0
20160322:2256,0
20160322:2356,0
20160323:0056,0
20160323:0156,0
20160323:0256,0
20160323:0356,0
20160323:0456,0
20160323:0556,0
20160323:0656,23.49
20160323:0756,58.94
20160323:0856,88.68
20160323:0956,107.43
20160323:1056,129.95
20160323:1156,166.31
20160323:1256,170.87
20160323:1356,163.99
20160323:1456,132.15
20160323:1556,88.07
20160323:1656,31.58
20160323:1756,6.73
20160323:1856,0
20160323:1956,0
20160323:2056,0
20160323:2156,0
20160323:2256,0
20160323:2356,0
20160324:0056,0
20160324:0156,0
20160324:0256,0
20160324:0356,0
20160324:0456,0
20160324:0556,0
20160324:0656,8.3
20160324:0756,44.47
20160324:0856,92.51
20160324:0956,117.32
20160324:1056,294.55
20160324:1156,193.18
20160324:1256,172.54
20160324:1356,68.3
20160324:1456,81.38
20160324:1556,72.24
20160324:1656,1.49
20160324:1756,0.73
20160324:1856,0
20160324:1956,0
20160324:2056,0
20160324:2156,0
20160324:2256,0
20160324:2356,0
20160325:0056,0
20160325:0156,0
20160325:0256,0
20160325:0356,0
20160325:0456,0
20160325:0556,0
20160325:0656,143.71
20160325:0756,385.02
20160325:0856,592.59
20160325:0956,742.73
20160325:1056,822.23
20160325:1156,834.79
20160325:1256,786.15
20160325:1356,689.03
20160325:1456,527.57
20160325:1556,338.14
20160325:1656,111.65
20160325:1756,6.52
20160325:1856,0
20160325:1956,0
20160325:2056,0
20160325:2156,0
20160325:2256,0
20160325:2356,0
20160326:0056,0
20160326:0156,0
20160326:0256,0
20160326:0356,0
20160326:0456,0
20160326:0556,0
20160326:0656,87.44
20160326:0756,79.44
20160326:0856,94.37
20160326:0956,129.16
20160326:1056,123.63
20160326:1156,86.9
20160326:1256,127.62
20160326:1356,76.11
20160326:1456,69.9
20160326:1556,118.75
20160326:1656,0.38
20160326:1756,7.23
20160326:1856,0
20160326:1956,0
20160326:2056,0
20160326:2156,0
20160326:2256,0
20160326:2356,0
20160327:0056,0
20160327:0156,0
20160327:0256,0
20160327:0356,0
20160327:0456,0
20160327:0556,0
20160327:0656,153.91
20160327:0756,186.73
20160327:0856,94.97
20160327:0956,308.37
20160327:1056,593.58
20160327:1156,200.52
20160327:1256,462.72
20160327:1356,728.69
20160327:1456,100.4
20160327:1556,256.55
20160327:1656,125.21
20160327:1756,8.74
20160327:1856,0
20160327:1956,0
20160327:2056,0
20160327:2156,0
20160327:2256,0
20160327:2356,0
20160328:0056,0
20160328:0156,0
20160328:0256,0
20160328:0356,0
20160328:0456,0
20160328:0556,0
20160328:0656,5.72
20160328:0756,75.43
20160328:0856,319.33
20160328:0956,474.78
20160328:1056,466.1
20160328:1156,711.87
20160328:1256,658.96
20160328:1356,731.84
20160328:1456,553.96
20160328:1556,181.95
20160328:1656,118.99
20160328:1756,12.13
20160328:1856,0
20160328:1956,0
20160328:2056,0
20160328:2156,0
20160328:2256,0
20160328:2356,0
20160329:0056,0
20160329:0156,0
20160329:0256,0
20160329:0356,0
20160329:0456,0
20160329:0556,0
20160329:0656,165.69
20160329:0756,410.16
20160329:0856,619.23
20160329:0956,509.81
20160329:1056,586.61
20160329:1156,663.02
20160329:1256,351.7
20160329:1356,489.38
20160329:1456,119.78
20160329:1556,4.23
20160329:1656,26.82
20160329:1756,10.97
20160329:1856,0
20160329:1956,0
20160329:2056,0
20160329:2156,0
20160329:2256,0
20160329:2356,0
20160330:0056,0
20160330:0156,0
20160330:0256,0
20160330:0356,0
20160330:0456,0
20160330:0556,0
20160330:0656,125.41
20160330:0756,382.16
20160330:0856,364.98
20160330:0956,480.11
20160330:1056,557.08
20160330:1156,574.63
20160330:1256,802.24
20160330:1356,259.57
20160330:1456,552.17
20160330:1556,212.17
20160330:1656,97.59
20160330:1756,14.39
20160330:1856,0
20160330:1956,0
20160330:2056,0
20160330:2156,0
20160330:2256,0
20160330:2356,0
20160331:0056,0
20160331:0156,0
20160331:0256,0
20160331:0356,0
20160331:0456,0
20160331:0556,0.19
20160331:0656,177.62
20160331:0756,413.04
20160331:0856,608.98
20160331:0956,660.04
20160331:1056,387.29
20160331:1156,627.27
20160331:1256,407.81
20160331:1356,380.8
20160331:1456,453.91
20160331:1556,262.45
20160331:1656,123.24
20160331:1756,13.44
20160331:1856,0
20160331:1956,0
20160331:2056,0
20160331:2156,0
20160331:2256,0
20160331:2356,0
20160401:0056,0
20160401:0156,0
20160401:0256,0
20160401:0356,0
20160401:0456,0
20160401:0556,0
20160401:0656,64.37
20160401:0756,275.62
20160401:0856,627.78
20160401:0956,752.42
20160401:1056,703.87
20160401:1156,411.81
20160401:1256,349.31
20160401:1356,223.54
20160401:1456,468.16
20160401:1556,140.95
20160401:1656,26.68
20160401:1756,8.79
20160401:1856,0
20160401:1956,0
20160401:2056,0
20160401:2156,0
20160401:2256,0
20160401:2356,0
20160402:0056,0
20160402:0156,0
20160402:0256,0
20160402:0356,0
20160402:0456,0
20160402:0556,0.89
20160402:0656,12.74
20160402:0756,86.63
20160402:0856,336.21
20160402:0956,728.9
20160402:1056,860.78
20160402:1156,879.49
20160402:1256,836.57
20160402:1356,721.92
20160402:1456,379.73
20160402:1556,152.82
20160402:1656,2.91
20160402:1756,14.17
20160402:1856,0
20160402:1956,0
20160402:2056,0
20160402:2156,0
20160402:2256,0
20160402:2356,0
20160403:0056,0
20160403:0156,0
20160403:0256,0
20160403:0356,0
20160403:0456,0
20160403:0556,3.65
20160403:0656,191.05
20160403:0756,239.46
20160403:0856,386.25
20160403:0956,552.17
20160403:1056,424.85
20160403:1156,659.38
20160403:1256,188.68
20160403:1356,208.06
20160403:1456,161.82
20160403:1556,73.1
20160403:1656,30.53
20160403:1756,1.03
20160403:1856,0
20160403:1956,0
20160403:2056,0
20160403:2156,0
20160403:2256,0
20160403:2356,0
20160404:0056,0
20160404:0156,0
20160404:0256,0
20160404:0356,0
20160404:0456,0
20160404:0556,5.25
20160404:0656,0.13
20160404:0756,141.14
20160404:0856,159.74
20160404:0956,164.21
20160404:1056,334.2
20160404:1156,188.37
20160404:1256,25.34
20160404:1356,316.71
20160404:1456,121.27
20160404:1556,113.24
20160404:1656,67.89
20160404:1756,0
20160404:1856,0
20160404:1956,0
20160404:2056,0
20160404:2156,0
20160404:2256,0
20160404:2356,0
20160405:0056,0
20160405:0156,0
20160405:0256,0
20160405:0356,0
20160405:0456,0
20160405:0556,6.27
20160405:0656,73.4
20160405:0756,439.79
20160405:0856,632.02
20160405:0956,768.39
20160405:1056,701.11
20160405:1156,615.56
20160405:1256,712.29
20160405:1356,510.89
20160405:1456,291.24
20160405:1556,266.17
20160405:1656,110.09
20160405:1756,0
20160405:1856,0
20160405:1956,0
20160405:2056,0
20160405:2156,0
20160405:2256,0
20160405:2356,0
20160406:0056,0
20160406:0156,0
20160406:0256,0
20160406:0356,0
20160406:0456,0
20160406:0556,5.22
20160406:0656,28
20160406:0756,304.92
20160406:0856,642.6
20160406:0956,763.45
20160406:1056,871.84
20160406:1156,459.33
20160406:1256,583.14
20160406:1356,747.49
20160406:1456,508.89
20160406:1556,171.13
20160406:1656,138.12
20160406:1756,19.54
20160406:1856,0
20160406:1956,0
20160406:2056,0
20160406:2156,0
20160406:2256,0
20160406:2356,0
20160407:0056,0
20160407:0156,0
20160407:0256,0
20160407:0356,0
20160407:0456,0
20160407:0556,14.55
20160407:0656,64.11
20160407:0756,432.98
20160407:0856,179.61
20160407:0956,174.08
20160407:1056,250.51
20160407:1156,328.47
20160407:1256,442.62
20160407:1356,425.76
20160407:1456,358.12
20160407:1556,103.53
20160407:1656,72
20160407:1756,20.22
20160407:1856,0
20160407:1956,0
20160407:2056,0
20160407:2156,0
20160407:2256,0
20160407:2356,0
20160408:0056,0
20160408:0156,0
20160408:0256,0
20160408:0356,0
20160408:0456,0
20160408:0556,17.69
20160408:0656,217.44
20160408:0756,364.38
20160408:0856,197.86
20160408:0956,456.78
20160408:1056,176.72
20160408:1156,348.3
20160408:1256,446.42
20160408:1356,223.61
20160408:1456,325.34
20160408:1556,139.97
20160408:1656,21.19
20160408:1756,22.95
20160408:1856,0
20160408:1956,0
20160408:2056,0
20160408:2156,0
20160408:2256,0
20160408:2356,0
20160409:0056,0
20160409:0156,0
20160409:0256,0
20160409:0356,0
20160409:0456,0
20160409:0556,1.05
20160409:0656,196.25
20160409:0756,386.08
20160409:0856,648.77
20160409:0956,782.07
20160409:1056,547.79
20160409:1156,427.33
20160409:1256,194.1
20160409:1356,131.04
20160409:1456,483.11
20160409:1556,115.72
20160409:1656,32.96
20160409:1756,22.56
20160409:1856,0
20160409:1956,0
20160409:2056,0
20160409:2156,0
20160409:2256,0
20160409:2356,0
20160410:0056,0
20160410:0156,0
20160410:0256,0
20160410:0356,0
20160410:0456,0
20160410:0556,23.05
20160410:0656,232.52
20160410:0756,363.02
20160410:0856,662.76
20160410:0956,788.18
20160410:1056,659.23
20160410:1156,407.61
20160410:1256,353.3
20160410:1356,615.25
20160410:1456,293.01
20160410:1556,171.66
20160410:1656,89.06
20160410:1756,5.97
20160410:1856,0
20160410:1956,0
20160410:2056,0
20160410:2156,0
20160410:2256,0
20160410:2356,0
20160411:0056,0
20160411:0156,0
20160411:0256,0
20160411:0356,0
20160411:0456,0
20160411:0556,0
20160411:0656,0.75
20160411:0756,130.1
20160411:0856,340.49
20160411:0956,137.07
20160411:1056,127.03
20160411:1156,102.53
20160411:1256,105.42
20160411:1356,126.84
20160411:1456,118.14
20160411:1556,56.08
20160411:1656,72.07
20160411:1756,28.31
20160411:1856,0
20160411:1956,0
20160411:2056,0
20160411:2156,0
20160411:2256,0
20160411:2356,0
20160412:0056,0
20160412:0156,0
20160412:0256,0
20160412:0356,0
20160412:0456,0
20160412:0556,17.05
20160412:0656,76.92
20160412:0756,152.22
20160412:0856,577.88
20160412:0956,568.61
20160412:1056,703.79
20160412:1156,391.09
20160412:1256,264.31
20160412:1356,476.3
20160412:1456,441.44
20160412:1556,273.41
20160412:1656,114.45
20160412:1756,25.56
20160412:1856,0
20160412:1956,0
20160412:2056,0
20160412:2156,0
20160412:2256,0
20160412:2356,0
20160413:0056,0
20160413:0156,0
20160413:0256,0
20160413:0356,0
20160413:0456,0
20160413:0556,28.99
20160413:0656,237.89
20160413:0756,391.51
20160413:0856,551.58
20160413:0956,569.8
20160413:1056,735.33
20160413:1156,797.35
20160413:1256,762.17
20160413:1356,593.72
20160413:1456,256.22
20160413:1556,75.33
20160413:1656,134.38
20160413:1756,30.97
20160413:1856,0
20160413:1956,0
20160413:2056,0
20160413:2156,0
20160413:2256,0
20160413:2356,0
20160414:0056,0
20160414:0156,0
20160414:0256,0
20160414:0356,0
20160414:0456,0
20160414:0556,27.43
20160414:0656,52.57
20160414:0756,193.43
20160414:0856,307.2
20160414:0956,308.28
20160414:1056,768.7
20160414:1156,305.27
20160414:1256,319.91
20160414:1356,397.31
20160414:1456,483.29
20160414:1556,213.56
20160414:1656,119.04
20160414:1756,3.04
20160414:1856,0
20160414:1956,0
20160414:2056,0
20160414:2156,0
20160414:2256,0
20160414:2356,0
20160415:0056,0
20160415:0156,0
20160415:0256,0
20160415:0356,0
20160415:0456,0
20160415:0556,29.35
20160415:0656,56.13
20160415:0756,69.71
20160415:0856,134.86
20160415:0956,136.4
20160415:1056,402.83
20160415:1156,186.34
20160415:1256,142.11
20160415:1356,196.75
20160415:1456,230.08
20160415:1556,155.72
20160415:1656,39.16
20160415:1756,2.66
20160415:1856,0
20160415:1956,0
20160415:2056,0
20160415:2156,0
20160415:2256,0
20160415:2356,0
20160416:0056,0
20160416:0156,0
20160416:0256,0
20160416:0356,0
20160416:0456,0
20160416:0556,13.06
20160416:0656,4.17
20160416:0756,5.7
20160416:0856,293.72
20160416:0956,186.63
20160416:1056,274.51
20160416:1156,486.06
20160416:1256,350.26
20160416:1356,280.11
20160416:1456,424.41
20160416:1556,374.17
20160416:1656,31.99
20160416:1756,35.26
20160416:1856,0
20160416:1956,0
20160416:2056,0
20160416:2156,0
20160416:2256,0
20160416:2356,0
20160417:0056,0
20160417:0156,0
20160417:0256,0
20160417:0356,0
20160417:0456,0
20160417:0556,45.9
20160417:0656,261.38
20160417:0756,491.07
20160417:0856,674.22
20160417:0956,800.72
20160417:1056,524.15
20160417:1156,485.7
20160417:1256,458.53
20160417:1356,393.82
20160417:1456,248.66
20160417:1556,96.23
20160417:1656,121.26
20160417:1756,27.82
20160417:1856,0
20160417:1956,0
20160417:2056,0
20160417:2156,0
20160417:2256,0
20160417:2356,0
20160418:0056,0
20160418:0156,0
20160418:0256,0
20160418:0356,0
20160418:0456,0
20160418:0556,46.27
20160418:0656,110.34
20160418:0756,96.56
20160418:0856,154.42
20160418:0956,246.59
20160418:1056,210.99
20160418:1156,243.86
20160418:1256,307.8
20160418:1356,213.61
20160418:1456,263.86
20160418:1556,135.06
20160418:1656,79.26
20160418:1756,19.03
20160418:1856,0
20160418:1956,0
20160418:2056,0
20160418:2156,0
20160418:2256,0
20160418:2356,0
20160419:0056,0
20160419:0156,0
20160419:0256,0
20160419:0356,0
20160419:0456,0
20160419:0556,29.35
20160419:0656,195.1
20160419:0756,377.09
20160419:0856,646.89
20160419:0956,465.08
20160419:1056,739.45
20160419:1156,843.69
20160419:1256,547.8
20160419:1356,705.15
20160419:1456,559.51
20160419:1556,364.05
20160419:1656,142.71
20160419:1756,28.67
20160419:1856,0
20160419:1956,0
20160419:2056,0
20160419:2156,0
20160419:2256,0
20160419:2356,0
20160420:0056,0
20160420:0156,0
20160420:0256,0
20160420:0356,0
20160420:0456,0
20160420:0556,52.81
20160420:0656,269.88
20160420:0756,496.26
20160420:0856,681.18
20160420:0956,811.21
20160420:1056,878.25
20160420:1156,889.29
20160420:1256,839.29
20160420:1356,736.94
20160420:1456,579.25
20160420:1556,360.98
20160420:1656,136.38
20160420:1756,29.94
20160420:1856,0
20160420:1956,0
20160420:2056,0
20160420:2156,0
20160420:2256,0
20160420:2356,0
20160421:0056,0
20160421:0156,0
20160421:0256,0
20160421:0356,0
20160421:0456,0
20160421:0556,1.18
20160421:0656,105.69
20160421:0756,217.95
20160421:0856,199.1
20160421:0956,152.65
20160421:1056,411.36
20160421:1156,543.72
20160421:1256,660.93
20160421:1356,521.84
20160421:1456,463.43
20160421:1556,173.7
20160421:1656,113.45
20160421:1756,27.16
20160421:1856,0.51
20160421:1956,0
20160421:2056,0
20160421:2156,0
20160421:2256,0
20160421:2356,0
20160422:0056,0
20160422:0156,0
20160422:0256,0
20160422:0356,0
20160422:0456,0
20160422:0556,15.23
20160422:0656,54.09
20160422:0756,136.65
20160422:0856,129.5
20160422:0956,189.67
20160422:1056,172.14
20160422:1156,171.66
20160422:1256,193.18
20160422:1356,125.14
20160422:1456,99.26
20160422:1556,58.97
20160422:1656,30.84
20160422:1756,1.18
20160422:1856,1.17
20160422:1956,0
20160422:2056,0
20160422:2156,0
20160422:2256,0
20160422:2356,0
20160423:0056,0
20160423:0156,0
20160423:0256,0
20160423:0356,0
20160423:0456,0
20160423:0556,59.02
20160423:0656,277.26
20160423:0756,457.26
20160423:0856,507.72
20160423:0956,373.65
20160423:1056,496.33
20160423:1156,902.1
20160423:1256,348.06
20160423:1356,344.87
20160423:1456,358.66
20160423:1556,219.08
20160423:1656,112.44
20160423:1756,45.91
20160423:1856,0
20160423:1956,0
20160423:2056,0
20160423:2156,0
20160423:2256,0
20160423:2356,0
20160424:0056,0
20160424:0156,0
20160424:0256,0
20160424:0356,0
20160424:0456,0
20160424:0556,36.39
20160424:0656,260.07
20160424:0756,504.99
20160424:0856,691.08
20160424:0956,823.54
20160424:1056,890.83
20160424:1156,485.24
20160424:1256,228.73
20160424:1356,173.52
20160424:1456,177.61
20160424:1556,265.09
20160424:1656,110.48
20160424:1756,46.52
20160424:1856,2.45
20160424:1956,0
20160424:2056,0
20160424:2156,0
20160424:2256,0
20160424:2356,0
20160425:0056,0
20160425:0156,0
20160425:0256,0
20160425:0356,0
20160425:0456,0
20160425:0556,52.89
20160425:0656,83.78
20160425:0756,138.51
20160425:0856,196.58
20160425:0956,218.95
20160425:1056,497.31
20160425:1156,237.78
20160425:1256,309.77
20160425:1356,655.38
20160425:1456,195.09
20160425:1556,378.32
20160425:1656,152.01
20160425:1756,36.11
20160425:1856,1.95
20160425:1956,0
20160425:2056,0
20160425:2156,0
20160425:2256,0
20160425:2356,0
20160426:0056,0
20160426:0156,0
20160426:0256,0
20160426:0356,0
20160426:0456,0
20160426:0556,65.89
20160426:0656,120.95
20160426:0756,422.76
20160426:0856,595.25
20160426:0956,520.9
20160426:1056,569.79
20160426:1156,425.05
20160426:1256,875.62
20160426:1356,559.3
20160426:1456,282.95
20160426:1556,141.21
20160426:1656,125.14
20160426:1756,42.51
20160426:1856,2.28
20160426:1956,0
20160426:2056,0
20160426:2156,0
20160426:2256,0
20160426:2356,0
20160427:0056,0
20160427:0156,0
20160427:0256,0
20160427:0356,0
20160427:0456,0
20160427:0556,67.71
20160427:0656,288.2
20160427:0756,513.7
20160427:0856,563.6
20160427:0956,468.22
20160427:1056,532.81
20160427:1156,881.86
20160427:1256,835.03
20160427:1356,736.7
20160427:1456,405.66
20160427:1556,319.93
20160427:1656,140.7
20160427:1756,21.34
20160427:1856,0.6
20160427:1956,0
20160427:2056,0
20160427:2156,0
20160427:2256,0
20160427:2356,0
20160428:0056,0
20160428:0156,0
20160428:0256,0
20160428:0356,0
20160428:0456,0.02
20160428:0556,70.82
20160428:0656,294.14
