Date,EPV
20160428:0756,513.64
20160428:0856,629.85
20160428:0956,810.97
20160428:1056,615.55
20160428:1156,215.05
20160428:1256,220.68
20160428:1356,318.31
20160428:1456,136.66
20160428:1556,240.39
20160428:1656,90.97
20160428:1756,34.29
20160428:1856,2.65
20160428:1956,0
20160428:2056,0
20160428:2156,0
20160428:2256,0
20160428:2356,0
20160429:0056,0
20160429:0156,0
20160429:0256,0
20160429:0356,0
20160429:0456,0
20160429:0556,60.38
20160429:0656,283.21
20160429:0756,520.06
20160429:0856,706.39
20160429:0956,402.49
20160429:1056,223.5
20160429:1156,742.08
20160429:1256,866.5
20160429:1356,704.63
20160429:1456,480.04
20160429:1556,311.64
20160429:1656,149.91
20160429:1756,44.77
20160429:1856,3.23
20160429:1956,0
20160429:2056,0
20160429:2156,0
20160429:2256,0
20160429:2356,0
20160430:0056,0
20160430:0156,0
20160430:0256,0
20160430:0356,0
20160430:0456,1.33
20160430:0556,73.31
20160430:0656,293.87
20160430:0756,511.48
20160430:0856,546.99
20160430:0956,561.11
20160430:1056,867.39
20160430:1156,720.49
20160430:1256,631.63
20160430:1356,646.61
20160430:1456,105.07
20160430:1556,377.34
20160430:1656,152.08
20160430:1756,35.88
20160430:1856,3.92
20160430:1956,0
20160430:2056,0
20160430:2156,0
20160430:2256,0
20160430:2356,0
20160501:0056,0
20160501:0156,0
20160501:0256,0
20160501:0356,0
20160501:0456,2.06
20160501:0556,74.25
20160501:0656,293.89
20160501:0756,434.51
20160501:0856,630.56
20160501:0956,715.15
20160501:1056,798.07
20160501:1156,769.36
20160501:1256,473.7
20160501:1356,573.51
20160501:1456,389.85
20160501:1556,186.52
20160501:1656,98.92
20160501:1756,26.7
20160501:1856,4.1
20160501:1956,0
20160501:2056,0
20160501:2156,0
20160501:2256,0
20160501:2356,0
20160502:0056,0
20160502:0156,0
20160502:0256,0
20160502:0356,0
20160502:0456,2.32
20160502:0556,31.25
20160502:0656,90.78
20160502:0756,140.09
20160502:0856,611.14
20160502:0956,285.54
20160502:1056,703.45
20160502:1156,830.31
20160502:1256,168.02
20160502:1356,108.09
20160502:1456,140.63
20160502:1556,110.67
20160502:1656,156.83
20160502:1756,35.95
20160502:1856,9
20160502:1956,0
20160502:2056,0
20160502:2156,0
20160502:2256,0
20160502:2356,0
20160503:0056,0
20160503:0156,0
20160503:0256,0
20160503:0356,0
20160503:0456,3.72
20160503:0556,77.57
20160503:0656,298.33
20160503:0756,289.26
20160503:0856,679.59
20160503:0956,809.63
20160503:1056,871.66
20160503:1156,881.56
20160503:1256,826.16
20160503:1356,230.79
20160503:1456,151.93
20160503:1556,199.86
20160503:1656,148.76
20160503:1756,47.66
20160503:1856,8.39
20160503:1956,0
20160503:2056,0
20160503:2156,0
20160503:2256,0
20160503:2356,0
20160504:0056,0
20160504:0156,0
20160504:0256,0
20160504:0356,0
20160504:0456,4.38
20160504:0556,77.44
20160504:0656,293.4
20160504:0756,509.34
20160504:0856,678.53
20160504:0956,795.01
20160504:1056,859.07
20160504:1156,869.13
20160504:1256,813.39
20160504:1356,674.69
20160504:1456,570.45
20160504:1556,373.26
20160504:1656,150.87
20160504:1756,36.21
20160504:1856,9.83
20160504:1956,0
20160504:2056,0
20160504:2156,0
20160504:2256,0
20160504:2356,0
20160505:0056,0
20160505:0156,0
20160505:0256,0
20160505:0356,0
20160505:0456,5.12
20160505:0556,77.43
20160505:0656,288.75
20160505:0756,444.49
20160505:0856,569.51
20160505:0956,763.66
20160505:1056,828.59
20160505:1156,840.03
20160505:1256,798.06
20160505:1356,691.88
20160505:1456,500.46
20160505:1556,337.79
20160505:1656,154.3
20160505:1756,53.71
20160505:1856,8.02
20160505:1956,0
20160505:2056,0
20160505:2156,0
20160505:2256,0
20160505:2356,0
20160506:0056,0
20160506:0156,0
20160506:0256,0
20160506:0356,0
20160506:0456,5.22
20160506:0556,40.96
20160506:0656,121.58
20160506:0756,247.03
20160506:0856,540.93
20160506:0956,763.94
20160506:1056,822.11
20160506:1156,761.55
20160506:1256,625.78
20160506:1356,588.12
20160506:1456,406.09
20160506:1556,173.64
20160506:1656,113.28
20160506:1756,58.18
20160506:1856,9.63
20160506:1956,0
20160506:2056,0
20160506:2156,0
20160506:2256,0
20160506:2356,0
20160507:0056,0
20160507:0156,0
20160507:0256,0
20160507:0356,0
20160507:0456,4.69
20160507:0556,48.55
20160507:0656,67.05
20160507:0756,120.77
20160507:0856,153.44
20160507:0956,342.54
20160507:1056,648.26
20160507:1156,797.68
20160507:1256,326.95
20160507:1356,125.01
20160507:1456,235.86
20160507:1556,245.03
20160507:1656,133.35
20160507:1756,26.45
20160507:1856,11.11
20160507:1956,0
20160507:2056,0
20160507:2156,0
20160507:2256,0
20160507:2356,0
20160508:0056,0
20160508:0156,0
20160508:0256,0
20160508:0356,0
20160508:0456,4.53
20160508:0556,76.16
20160508:0656,260.08
20160508:0756,345.62
20160508:0856,629.18
20160508:0956,746.35
20160508:1056,813.56
20160508:1156,824.58
20160508:1256,781.57
20160508:1356,599.99
20160508:1456,543.2
20160508:1556,316.33
20160508:1656,130.44
20160508:1756,35.9
20160508:1856,11.77
20160508:1956,0
20160508:2056,0
20160508:2156,0
20160508:2256,0
20160508:2356,0
20160509:0056,0
20160509:0156,0
20160509:0256,0
20160509:0356,0
20160509:0456,3.4
20160509:0556,74.1
20160509:0656,152.04
20160509:0756,115.96
20160509:0856,248.13
20160509:0956,191.74
20160509:1056,524.09
20160509:1156,429.35
20160509:1256,241.4
20160509:1356,69.85
20160509:1456,198.77
20160509:1556,69.13
20160509:1656,25.91
20160509:1756,3.67
20160509:1856,0.76
20160509:1956,0
20160509:2056,0
20160509:2156,0
20160509:2256,0
20160509:2356,0
20160510:0056,0
20160510:0156,0
20160510:0256,0
20160510:0356,0
20160510:0456,7.3
20160510:0556,42.97
20160510:0656,49.93
20160510:0756,54.4
20160510:0856,130.25
20160510:0956,159.35
20160510:1056,136.85
20160510:1156,148.72
20160510:1256,151.34
20160510:1356,144.2
20160510:1456,106.3
20160510:1556,139.48
20160510:1656,125.71
20160510:1756,51.13
20160510:1856,1.95
20160510:1956,0
20160510:2056,0
20160510:2156,0
20160510:2256,0
20160510:2356,0
20160511:0056,0
20160511:0156,0
20160511:0256,0
20160511:0356,0
20160511:0456,0
20160511:0556,0.29
20160511:0656,30.16
20160511:0756,43.98
20160511:0856,48.82
20160511:0956,209.22
20160511:1056,214.14
20160511:1156,264.46
20160511:1256,133.98
20160511:1356,19.35
20160511:1456,394.72
20160511:1556,163.17
20160511:1656,55.54
20160511:1756,57.62
20160511:1856,1.46
20160511:1956,0
20160511:2056,0
20160511:2156,0
20160511:2256,0
20160511:2356,0
20160512:0056,0
20160512:0156,0
20160512:0256,0
20160512:0356,0
20160512:0456,9.65
20160512:0556,69.97
20160512:0656,281.93
20160512:0756,488
20160512:0856,622.24
20160512:0956,692.12
20160512:1056,778.39
20160512:1156,628.51
20160512:1256,783.95
20160512:1356,659.03
20160512:1456,516.66
20160512:1556,330.66
20160512:1656,156.61
20160512:1756,52.29
20160512:1856,12.43
20160512:1956,0
20160512:2056,0
20160512:2156,0
20160512:2256,0
20160512:2356,0
20160513:0056,0
20160513:0156,0
20160513:0256,0
20160513:0356,0
20160513:0456,10.61
20160513:0556,32.41
20160513:0656,135.05
20160513:0756,151.05
20160513:0856,189.59
20160513:0956,241.53
20160513:1056,379.08
20160513:1156,502.95
20160513:1256,592.22
20160513:1356,699.55
20160513:1456,510.2
20160513:1556,239.96
20160513:1656,115.39
20160513:1756,52.55
20160513:1856,15.3
20160513:1956,0
20160513:2056,0
20160513:2156,0
20160513:2256,0
20160513:2356,0
20160514:0056,0
20160514:0156,0
20160514:0256,0
20160514:0356,0
20160514:0456,12.07
20160514:0556,76.88
20160514:0656,287.86
20160514:0756,511.34
20160514:0856,611
20160514:0956,654.03
20160514:1056,864.18
20160514:1156,871.56
20160514:1256,709.92
20160514:1356,629.72
20160514:1456,352.47
20160514:1556,345.98
20160514:1656,166.97
20160514:1756,69.03
20160514:1856,18.01
20160514:1956,0
20160514:2056,0
20160514:2156,0
20160514:2256,0
20160514:2356,0
20160515:0056,0
20160515:0156,0
20160515:0256,0
20160515:0356,0
20160515:0456,12.46
20160515:0556,89.48
20160515:0656,214.84
20160515:0756,506.4
20160515:0856,667.64
20160515:0956,778.3
20160515:1056,835.39
20160515:1156,844.24
20160515:1256,622.91
20160515:1356,497.98
20160515:1456,377.89
20160515:1556,250.18
20160515:1656,162.03
20160515:1756,43.89
20160515:1856,18.06
20160515:1956,0
20160515:2056,0
20160515:2156,0
20160515:2256,0
20160515:2356,0
20160516:0056,0
20160516:0156,0
20160516:0256,0
20160516:0356,0
20160516:0456,13.01
20160516:0556,90.18
20160516:0656,302.58
20160516:0756,312.2
20160516:0856,439.7
20160516:0956,629.18
20160516:1056,833.75
20160516:1156,841.4
20160516:1256,797.46
20160516:1356,577.13
20160516:1456,439.23
20160516:1556,371.88
20160516:1656,155.89
20160516:1756,67.41
20160516:1856,20.85
20160516:1956,0
20160516:2056,0
20160516:2156,0
20160516:2256,0
20160516:2356,0
20160517:0056,0
20160517:0156,0
20160517:0256,0
20160517:0356,0
20160517:0456,13.49
20160517:0556,62.2
20160517:0656,223.19
20160517:0756,407.06
20160517:0856,481.94
20160517:0956,341.87
20160517:1056,381.09
20160517:1156,345.6
20160517:1256,631.21
20160517:1356,134.67
20160517:1456,221.82
20160517:1556,283.65
20160517:1656,116.38
20160517:1756,58.76
20160517:1856,0
20160517:1956,0
20160517:2056,0
20160517:2156,0
20160517:2256,0
20160517:2356,0
20160518:0056,0
20160518:0156,0
20160518:0256,0
20160518:0356,0
20160518:0456,4.23
20160518:0556,16.98
20160518:0656,88.72
20160518:0756,74.72
20160518:0856,106.98
20160518:0956,113.06
20160518:1056,382.07
20160518:1156,234.99
20160518:1256,77.65
20160518:1356,205.52
20160518:1456,212.99
20160518:1556,201.79
20160518:1656,5.22
20160518:1756,15.5
20160518:1856,0
20160518:1956,0
20160518:2056,0
20160518:2156,0
20160518:2256,0
20160518:2356,0
20160519:0056,0
20160519:0156,0
20160519:0256,0
20160519:0356,0
20160519:0456,15.4
20160519:0556,77.86
20160519:0656,188.01
20160519:0756,412.82
20160519:0856,368.51
20160519:0956,473.56
20160519:1056,639.87
20160519:1156,420.47
20160519:1256,451.3
20160519:1356,393.93
20160519:1456,242.28
20160519:1556,126.83
20160519:1656,50.75
20160519:1756,15.23
20160519:1856,1.78
20160519:1956,0
20160519:2056,0
20160519:2156,0
20160519:2256,0
20160519:2356,0
20160520:0056,0
20160520:0156,0
20160520:0256,0
20160520:0356,0
20160520:0456,16.6
20160520:0556,62.17
20160520:0656,207.01
20160520:0756,173.81
20160520:0856,214.68
20160520:0956,416.12
20160520:1056,304.99
20160520:1156,494.46
20160520:1256,443.64
20160520:1356,566.57
20160520:1456,260.41
20160520:1556,259.48
20160520:1656,164.12
20160520:1756,69.21
20160520:1856,22.77
20160520:1956,0
20160520:2056,0
20160520:2156,0
20160520:2256,0
20160520:2356,0
20160521:0056,0
20160521:0156,0
20160521:0256,0
20160521:0356,0
20160521:0456,12.96
20160521:0556,38.35
20160521:0656,78.37
20160521:0756,92.64
20160521:0856,145.01
20160521:0956,157.28
20160521:1056,218.32
20160521:1156,264.91
20160521:1256,177.74
20160521:1356,132.91
20160521:1456,142.45
20160521:1556,98.23
20160521:1656,66.88
20160521:1756,15.71
20160521:1856,19.27
20160521:1956,0
20160521:2056,0
20160521:2156,0
20160521:2256,0
20160521:2356,0
20160522:0056,0
20160522:0156,0
20160522:0256,0
20160522:0356,0
20160522:0456,15.93
20160522:0556,92.53
20160522:0656,136.27
20160522:0756,392.26
20160522:0856,401.57
20160522:0956,634.29
20160522:1056,318.14
20160522:1156,565.58
20160522:1256,304.34
20160522:1356,222.59
20160522:1456,308.79
20160522:1556,127.14
20160522:1656,171.64
20160522:1756,41.48
20160522:1856,22.64
20160522:1956,0
20160522:2056,0
20160522:2156,0
20160522:2256,0
20160522:2356,0
20160523:0056,0
20160523:0156,0
20160523:0256,0
20160523:0356,0
20160523:0456,16.64
20160523:0556,94.63
20160523:0656,306.44
20160523:0756,510.49
20160523:0856,673.18
20160523:0956,551.41
20160523:1056,842.71
20160523:1156,655.1
20160523:1256,325.11
20160523:1356,430.96
20160523:1456,560.74
20160523:1556,373.29
20160523:1656,163.79
20160523:1756,31.76
20160523:1856,26.21
20160523:1956,0
20160523:2056,0
20160523:2156,0
20160523:2256,0
20160523:2356,0
20160524:0056,0
20160524:0156,0
20160524:0256,0
20160524:0356,0
20160524:0456,17.28
20160524:0556,47.63
20160524:0656,309.25
20160524:0756,513.32
20160524:0856,675.3
20160524:0956,786.96
20160524:1056,665.8
20160524:1156,452.94
20160524:1256,407.13
20160524:1356,437.85
20160524:1456,399.42
20160524:1556,382.72
20160524:1656,177.14
20160524:1756,43.77
20160524:1856,21.68
20160524:1956,0
20160524:2056,0
20160524:2156,0
20160524:2256,0
20160524:2356,0
20160525:0056,0
20160525:0156,0
20160525:0256,0
20160525:0356,0
20160525:0456,14.46
20160525:0556,69.99
20160525:0656,121.23
20160525:0756,114.7
20160525:0856,186.89
20160525:0956,222.46
20160525:1056,222.88
20160525:1156,206.96
20160525:1256,188.47
20160525:1356,138.59
20160525:1456,104.44
20160525:1556,111.16
20160525:1656,87.13
20160525:1756,47.79
20160525:1856,19.31
20160525:1956,0
20160525:2056,0
20160525:2156,0
20160525:2256,0
20160525:2356,0
20160526:0056,0
20160526:0156,0
20160526:0256,0
20160526:0356,0
20160526:0456,17.81
20160526:0556,54.08
20160526:0656,140.01
20160526:0756,247
20160526:0856,271.78
20160526:0956,583.78
20160526:1056,781.45
20160526:1156,791.13
20160526:1256,754.78
20160526:1356,666.89
20160526:1456,536.6
20160526:1556,362.97
20160526:1656,159.97
20160526:1756,42.83
20160526:1856,21.71
20160526:1956,0
20160526:2056,0
20160526:2156,0
20160526:2256,0
20160526:2356,0
20160527:0056,0
20160527:0156,0
20160527:0256,0
20160527:0356,0
20160527:0456,15.6
20160527:0556,77.94
20160527:0656,175.16
20160527:0756,100.7
20160527:0856,469.56
20160527:0956,752.74
20160527:1056,808.12
20160527:1156,814.47
20160527:1256,771.16
20160527:1356,614.4
20160527:1456,263.16
20160527:1556,266.25
20160527:1656,160.5
20160527:1756,77.64
20160527:1856,26.35
20160527:1956,0
20160527:2056,0
20160527:2156,0
20160527:2256,0
20160527:2356,0
20160528:0056,0
20160528:0156,0
20160528:0256,0
20160528:0356,0
20160528:0456,17.86
20160528:0556,34.56
20160528:0656,213.48
20160528:0756,434.55
20160528:0856,640.46
20160528:0956,443.35
20160528:1056,665.52
20160528:1156,760.22
20160528:1256,519.69
20160528:1356,359.2
20160528:1456,545.79
20160528:1556,367.87
20160528:1656,161.98
20160528:1756,43.29
20160528:1856,22.36
20160528:1956,0
20160528:2056,0
20160528:2156,0
20160528:2256,0
20160528:2356,0
20160529:0056,0
20160529:0156,0
20160529:0256,0
20160529:0356,0
20160529:0456,18.5
20160529:0556,58.79
20160529:0656,73.42
20160529:0756,176.05
20160529:0856,247.28
20160529:0956,380.39
20160529:1056,192.85
20160529:1156,318.79
20160529:1256,444.22
20160529:1356,548.54
20160529:1456,555.22
20160529:1556,329.24
20160529:1656,174.35
20160529:1756,71.77
20160529:1856,30.07
20160529:1956,0
20160529:2056,0
20160529:2156,0
20160529:2256,0
20160529:2356,0
20160530:0056,0
20160530:0156,0
20160530:0256,0
20160530:0356,0
20160530:0456,22.55
20160530:0556,27.57
20160530:0656,84.23
20160530:0756,137.91
20160530:0856,154.38
20160530:0956,138.66
20160530:1056,172.65
20160530:1156,209.4
20160530:1256,234.35
20160530:1356,193.04
20160530:1456,198.36
20160530:1556,154.84
20160530:1656,137.08
20160530:1756,42
20160530:1856,31.18
20160530:1956,0
20160530:2056,0
20160530:2156,0
20160530:2256,0
20160530:2356,0
20160531:0056,0
20160531:0156,0
20160531:0256,0
20160531:0356,0
20160531:0456,18.35
20160531:0556,46.36
20160531:0656,113.85
20160531:0756,123
20160531:0856,86.13
20160531:0956,127.98
20160531:1056,58.64
20160531:1156,90.64
20160531:1256,53.05
20160531:1356,129.54
20160531:1456,40.52
20160531:1556,87.26
20160531:1656,59.11
20160531:1756,69.71
20160531:1856,2.1
20160531:1956,0
20160531:2056,0
20160531:2156,0
20160531:2256,0
20160531:2356,0
20160601:0056,0
20160601:0156,0
20160601:0256,0
20160601:0356,0
20160601:0456,19.34
20160601:0556,47.8
20160601:0656,8.51
20160601:0756,74.01
20160601:0856,105.2
20160601:0956,159.41
20160601:1056,169.69
20160601:1156,161.3
20160601:1256,115.96
20160601:1356,106.53
20160601:1456,152.84
20160601:1556,102.53
20160601:1656,93.28
20160601:1756,77.09
20160601:1856,30.9
20160601:1956,0
20160601:2056,0
20160601:2156,0
20160601:2256,0
20160601:2356,0
20160602:0056,0
20160602:0156,0
20160602:0256,0
20160602:0356,0
20160602:0456,22.55
20160602:0556,34.98
20160602:0656,51.16
20160602:0756,113.16
20160602:0856,146.32
20160602:0956,205.46
20160602:1056,251.32
20160602:1156,305.28
20160602:1256,361.29
20160602:1356,539.99
20160602:1456,319.73
20160602:1556,147.45
20160602:1656,111.29
20160602:1756,64.56
20160602:1856,24.37
20160602:1956,0.19
20160602:2056,0
20160602:2156,0
20160602:2256,0
20160602:2356,0
20160603:0056,0
20160603:0156,0
20160603:0256,0
20160603:0356,0
20160603:0456,19.89
20160603:0556,53.83
20160603:0656,76.49
20160603:0756,109.32
20160603:0856,153.87
20160603:0956,164.98
20160603:1056,186.8
20160603:1156,231.59
20160603:1256,258.47
20160603:1356,291.35
20160603:1456,213.74
20160603:1556,197.91
20160603:1656,148.87
20160603:1756,31.91
20160603:1856,30.65
20160603:1956,0
20160603:2056,0
20160603:2156,0
20160603:2256,0
20160603:2356,0
20160604:0056,0
20160604:0156,0
20160604:0256,0
20160604:0356,0
20160604:0456,18.95
20160604:0556,36.86
20160604:0656,60.26
20160604:0756,73.13
20160604:0856,130.57
20160604:0956,190.09
20160604:1056,216.83
20160604:1156,224.92
20160604:1256,205.65
20160604:1356,194.75
20160604:1456,155.04
20160604:1556,167.66
20160604:1656,106.72
20160604:1756,59.32
20160604:1856,23.85
20160604:1956,0
20160604:2056,0
20160604:2156,0
20160604:2256,0
20160604:2356,0
20160605:0056,0
20160605:0156,0
20160605:0256,0
20160605:0356,0
20160605:0456,9.63
20160605:0556,65.8
20160605:0656,98.66
20160605:0756,149.47
20160605:0856,251.19
20160605:0956,352.01
20160605:1056,783.49
20160605:1156,791.21
20160605:1256,750.55
20160605:1356,664.11
20160605:1456,533.6
20160605:1556,361.52
20160605:1656,162.92
20160605:1756,43.39
20160605:1856,24.13
20160605:1956,0.8
20160605:2056,0
20160605:2156,0
20160605:2256,0
20160605:2356,0
20160606:0056,0
20160606:0156,0
20160606:0256,0
20160606:0356,0
20160606:0456,19.66
20160606:0556,90.95
20160606:0656,287.79
20160606:0756,479.31
20160606:0856,629.47
20160606:0956,732.26
20160606:1056,786.22
20160606:1156,793.98
20160606:1256,753.56
20160606:1356,666.03
20160606:1456,497.06
20160606:1556,363.88
20160606:1656,171.09
20160606:1756,77.22
20160606:1856,33.57
20160606:1956,0.77
20160606:2056,0
20160606:2156,0
20160606:2256,0
20160606:2356,0
20160607:0056,0
20160607:0156,0
20160607:0256,0
20160607:0356,0
20160607:0456,20.24
20160607:0556,57.88
20160607:0656,189.66
20160607:0756,208.77
20160607:0856,419.1
20160607:0956,473.36
20160607:1056,451.31
20160607:1156,482.55
20160607:1256,343.89
20160607:1356,326.07
20160607:1456,317.93
20160607:1556,292.65
20160607:1656,107.31
20160607:1756,73.8
20160607:1856,0
20160607:1956,1.34
20160607:2056,0
20160607:2156,0
20160607:2256,0
20160607:2356,0
20160608:0056,0
20160608:0156,0
20160608:0256,0
20160608:0356,0
20160608:0456,22.45
20160608:0556,63.32
20160608:0656,278.72
20160608:0756,418.57
20160608:0856,226.46
20160608:0956,206.67
20160608:1056,518.93
20160608:1156,332.74
20160608:1256,317.01
20160608:1356,656.3
20160608:1456,527.36
20160608:1556,259.92
20160608:1656,163.92
20160608:1756,43.58
20160608:1856,30.33
20160608:1956,0.67
20160608:2056,0
20160608:2156,0
20160608:2256,0
20160608:2356,0
20160609:0056,0
20160609:0156,0
20160609:0256,0
20160609:0356,0
20160609:0456,19.78
20160609:0556,63.96
20160609:0656,96.97
20160609:0756,363.73
20160609:0856,619.19
20160609:0956,720.72
20160609:1056,773.92
20160609:1156,751.93
20160609:1256,638.98
20160609:1356,487.28
20160609:1456,419.18
20160609:1556,311.16
20160609:1656,133.73
20160609:1756,74.67
20160609:1856,35.11
20160609:1956,0.96
20160609:2056,0
20160609:2156,0
20160609:2256,0
20160609:2356,0
20160610:0056,0
20160610:0156,0
20160610:0256,0
20160610:0356,0
20160610:0456,0
20160610:0556,29.09
20160610:0656,93.46
20160610:0756,186.7
20160610:0856,367.91
20160610:0956,436.74
20160610:1056,398.85
20160610:1156,318.35
20160610:1256,355.41
20160610:1356,294.98
20160610:1456,319.25
20160610:1556,153.53
20160610:1656,117
20160610:1756,15.96
20160610:1856,29.37
20160610:1956,2.07
20160610:2056,0
20160610:2156,0
20160610:2256,0
20160610:2356,0
20160611:0056,0
20160611:0156,0
20160611:0256,0
20160611:0356,0
20160611:0456,23.51
20160611:0556,50.15
20160611:0656,131.08
20160611:0756,217.8
20160611:0856,365.4
20160611:0956,271.64
20160611:1056,254.28
20160611:1156,235.57
20160611:1256,255.87
20160611:1356,222.08
20160611:1456,239.14
20160611:1556,166.33
20160611:1656,72.75
20160611:1756,34.73
20160611:1856,1.7
20160611:1956,0
20160611:2056,0
20160611:2156,0
20160611:2256,0
20160611:2356,0
20160612:0056,0
20160612:0156,0
20160612:0256,0
20160612:0356,0
20160612:0456,0
20160612:0556,16.06
20160612:0656,38.32
20160612:0756,62.06
20160612:0856,95.14
20160612:0956,128.54
20160612:1056,122.94
20160612:1156,164.96
20160612:1256,87.49
20160612:1356,459.61
20160612:1456,411.83
20160612:1556,293.53
20160612:1656,28.43
20160612:1756,2.23
20160612:1856,33.86
20160612:1956,0
20160612:2056,0
20160612:2156,0
20160612:2256,0
20160612:2356,0
20160613:0056,0
20160613:0156,0
20160613:0256,0
20160613:0356,0
20160613:0456,23.34
20160613:0556,2.2
20160613:0656,66.98
20160613:0756,129.25
20160613:0856,137.17
20160613:0956,434.57
20160613:1056,276.72
20160613:1156,201.12
20160613:1256,259.08
20160613:1356,344.32
20160613:1456,234.47
20160613:1556,135.31
20160613:1656,173.77
20160613:1756,86.21
20160613:1856,19.72
20160613:1956,2.48
20160613:2056,0
20160613:2156,0
20160613:2256,0
20160613:2356,0
20160614:0056,0
20160614:0156,0
20160614:0256,0
20160614:0356,0
20160614:0456,5.52
20160614:0556,71.84
20160614:0656,78.33
20160614:0756,70.62
20160614:0856,227.6
20160614:0956,224.3
20160614:1056,345.4
20160614:1156,413.77
20160614:1256,317.34
20160614:1356,199.24
20160614:1456,287.42
20160614:1556,198.54
20160614:1656,150.58
20160614:1756,65.36
20160614:1856,34.93
20160614:1956,3.01
20160614:2056,0
20160614:2156,0
20160614:2256,0
20160614:2356,0
20160615:0056,0
20160615:0156,0
20160615:0256,0
20160615:0356,0
20160615:0456,21.08
20160615:0556,56.56
20160615:0656,262.33
20160615:0756,309.07
20160615:0856,483.9
20160615:0956,287.39
20160615:1056,223.16
20160615:1156,346.41
20160615:1256,384.7
20160615:1356,460.82
20160615:1456,70.72
20160615:1556,76.85
20160615:1656,108.33
20160615:1756,16.82
20160615:1856,37.17
20160615:1956,2.25
20160615:2056,0
20160615:2156,0
20160615:2256,0
20160615:2356,0
20160616:0056,0
20160616:0156,0
20160616:0256,0
20160616:0356,0
20160616:0456,4.46
20160616:0556,73.94
20160616:0656,205.9
20160616:0756,249.35
20160616:0856,399.01
20160616:0956,507.91
20160616:1056,559.95
20160616:1156,442.46
20160616:1256,550.57
20160616:1356,183.49
20160616:1456,217.25
20160616:1556,12.06
20160616:1656,95.64
20160616:1756,69.58
20160616:1856,33.62
20160616:1956,0
20160616:2056,0
20160616:2156,0
20160616:2256,0
20160616:2356,0
20160617:0056,0
20160617:0156,0
20160617:0256,0
20160617:0356,0
20160617:0456,18.22
20160617:0556,42.3
20160617:0656,36.08
20160617:0756,102.81
20160617:0856,169.8
20160617:0956,224.07
20160617:1056,232.65
20160617:1156,229.98
20160617:1256,205.88
20160617:1356,425.23
20160617:1456,539.33
20160617:1556,381.19
20160617:1656,188.5
20160617:1756,42.12
20160617:1856,23.65
20160617:1956,3
20160617:2056,0
20160617:2156,0
20160617:2256,0
20160617:2356,0
20160618:0056,0
20160618:0156,0
20160618:0256,0
20160618:0356,0
20160618:0456,26.02
20160618:0556,58.95
20160618:0656,173.53
20160618:0756,181.65
20160618:0856,112.74
20160618:0956,112.32
20160618:1056,455.69
20160618:1156,184.85
20160618:1256,262.14
20160618:1356,203.52
20160618:1456,149.33
20160618:1556,180.26
20160618:1656,108.73
20160618:1756,11.75
20160618:1856,38.46
20160618:1956,3.6
20160618:2056,0
20160618:2156,0
20160618:2256,0
20160618:2356,0
20160619:0056,0
20160619:0156,0
20160619:0256,0
20160619:0356,0
20160619:0456,22.95
20160619:0556,94.71
20160619:0656,154.75
20160619:0756,361.46
20160619:0856,412.8
20160619:0956,476.73
20160619:1056,233.94
20160619:1156,386.51
20160619:1256,263.39
20160619:1356,182.22
20160619:1456,191.05
20160619:1556,177.02
20160619:1656,146.31
20160619:1756,22.55
20160619:1856,6.07
20160619:1956,2.53
20160619:2056,0
20160619:2156,0
20160619:2256,0
20160619:2356,0
20160620:0056,0
20160620:0156,0
20160620:0256,0
20160620:0356,0
20160620:0456,3.55
20160620:0556,55.8
20160620:0656,5.07
20160620:0756,34.66
20160620:0856,124.65
20160620:0956,247.47
20160620:1056,227.92
20160620:1156,349.18
20160620:1256,398
20160620:1356,646.62
20160620:1456,546.78
20160620:1556,384.36
20160620:1656,180.86
20160620:1756,32.78
20160620:1856,27.51
20160620:1956,0
20160620:2056,0
20160620:2156,0
20160620:2256,0
20160620:2356,0
20160621:0056,0
20160621:0156,0
20160621:0256,0
20160621:0356,0
20160621:0456,25.66
20160621:0556,82.59
20160621:0656,205.09
20160621:0756,449.19
20160621:0856,271.5
20160621:0956,278.93
20160621:1056,262.43
20160621:1156,343.65
20160621:1256,518.63
20160621:1356,283.37
20160621:1456,203.68
20160621:1556,293.3
20160621:1656,184.94
20160621:1756,48.71
20160621:1856,39.93
20160621:1956,2.07
20160621:2056,0
20160621:2156,0
20160621:2256,0
20160621:2356,0
20160622:0056,0
20160622:0156,0
20160622:0256,0
20160622:0356,0
20160622:0456,13.13
20160622:0556,85.44
20160622:0656,71.15
20160622:0756,89.36
20160622:0856,93.15
20160622:0956,110.33
20160622:1056,172.32
20160622:1156,148.57
20160622:1256,154.33
20160622:1356,241.23
20160622:1456,166.34
20160622:1556,140.65
20160622:1656,172.28
20160622:1756,32.9
20160622:1856,32.55
20160622:1956,3.11
20160622:2056,0
20160622:2156,0
20160622:2256,0
20160622:2356,0
20160623:0056,0
20160623:0156,0
20160623:0256,0
20160623:0356,0
20160623:0456,20.53
20160623:0556,1.17
20160623:0656,65.78
20160623:0756,240.3
20160623:0856,165.89
20160623:0956,209.62
20160623:1056,186.06
20160623:1156,185.59
20160623:1256,121.99
20160623:1356,176.16
20160623:1456,52.71
20160623:1556,62.74
20160623:1656,98.63
20160623:1756,39.65
20160623:1856,37.56
20160623:1956,3.01
20160623:2056,0
20160623:2156,0
20160623:2256,0
20160623:2356,0
20160624:0056,0
20160624:0156,0
20160624:0256,0
20160624:0356,0
