Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
06/06/2016,1,27.90183,27.90183,-148.4075
06/06/2016,2,27.96013,27.96013,-194.9419
06/06/2016,3,27.97157,27.97157,-132.0298
06/06/2016,4,28,28,-6.7853
06/06/2016,5,27.99,27.99,-1.0507
06/06/2016,6,19.66,19.66,-15.85
06/06/2016,7,21.35811,21.35811,-38.3473
06/06/2016,8,17.75473,17.75473,-119.1034
06/06/2016,9,17.5,17.5,-141.9434
06/06/2016,10,17.5,17.5,-210.7884
06/06/2016,11,17.5,17.5,-198.7096
06/06/2016,12,17.5,17.5,-249.4864
06/06/2016,13,19.36684,19.36684,-190.9451
06/06/2016,14,17.5,17.5,-478.7341
06/06/2016,15,27.65276,27.65276,-316.147
06/06/2016,16,27.76967,27.76967,-338.8535
06/06/2016,17,26.90626,26.90626,-253.7917
06/06/2016,18,27.8,27.8,-502.8266
06/06/2016,19,23.11589,23.11589,-476.8528
06/06/2016,20,22.01,22.01,-493.6482
06/06/2016,21,23.91475,23.91475,-575.1412
06/06/2016,22,23.70793,23.70793,-616.7959
06/06/2016,23,27.28352,27.28352,-550.1341
06/06/2016,24,27.64234,27.64234,-368.2791
06/06/2016,25,27.90156,27.90156,-160.8085
06/06/2016,26,27.9,27.9,-387.4334
06/06/2016,27,27.85,27.85,-336.1854
06/06/2016,28,27.85,27.85,-336.9524
06/06/2016,29,27.85,27.85,-407.4188
06/06/2016,30,27.85,27.85,-369.7467
06/06/2016,31,27.90452,27.90452,-288.6337
06/06/2016,32,41.17716,41.17716,20.7002
06/06/2016,33,98.27463,98.27463,165.3308
06/06/2016,34,105,105,184.0812
06/06/2016,35,28.8,28.8,-36.0821
06/06/2016,36,29,29,-75.5978
06/06/2016,37,28.88441,28.88441,-170.7129
06/06/2016,38,29,29,-172.2438
06/06/2016,39,56.6351,56.6351,133.3968
06/06/2016,40,55,55,162.9773
06/06/2016,41,55,55,87.0499
06/06/2016,42,55,55,26.0788
06/06/2016,43,54.19773,54.19773,11.6335
06/06/2016,44,29.15,29.15,-147.8823
06/06/2016,45,29.10054,29.10054,-197.9779
06/06/2016,46,29.1,29.1,-232.5546
06/06/2016,47,39,39,.0507
06/06/2016,48,33.97,33.97,92.0776
07/06/2016,1,29.12,29.12,-1.6368
07/06/2016,2,28.65,28.65,-44.7915
07/06/2016,3,43,43,96.1641
07/06/2016,4,25.92408,25.92408,-40.4611
07/06/2016,5,43,43,67.8904
07/06/2016,6,47.24795,47.24795,33.3554
07/06/2016,7,49.23347,49.23347,28.1916
07/06/2016,8,27.9,27.9,-56.15
07/06/2016,9,26.57783,26.57783,-82.5001
07/06/2016,10,25.53983,25.53983,-142.1611
07/06/2016,11,22.25,22.25,-200.8304
07/06/2016,12,27.8,27.8,-373.3812
07/06/2016,13,26.92953,26.92953,-382.4696
07/06/2016,14,27.8477,27.8477,-258.5915
07/06/2016,15,21.83238,21.83238,-614.3107
07/06/2016,16,28.1,28.1,-522.3728
07/06/2016,17,27.96628,27.96628,-703.2633
07/06/2016,18,28.0691,28.0691,-725.3396
07/06/2016,19,28.1112,28.1112,-405.4059
07/06/2016,20,28.12,28.12,-336.0333
07/06/2016,21,28.2398,28.2398,-171.9604
07/06/2016,22,28.2704,28.2704,-214.6754
07/06/2016,23,28.54804,28.54804,-27.3855
07/06/2016,24,28.48882,28.48882,-93.6617
07/06/2016,25,28.55,28.55,-60.2834
07/06/2016,26,28.55,28.55,-104.7944
07/06/2016,27,28.55,28.55,-183.9583
07/06/2016,28,28.1,28.1,-285.7613
07/06/2016,29,28.1,28.1,-281.2166
07/06/2016,30,28.55,28.55,-211.2422
07/06/2016,31,28.48009,28.48009,-162.507
07/06/2016,32,29,29,-29.5594
07/06/2016,33,73.6745,73.6745,99.384
07/06/2016,34,157.82917,157.82917,189.6227
07/06/2016,35,78.49164,78.49164,88.7913
07/06/2016,36,29.38532,29.38532,-124.893
07/06/2016,37,29.01566,29.01566,-75.5461
07/06/2016,38,99.99393,99.99393,27.0645
07/06/2016,39,138.8284,138.8284,342.9476
07/06/2016,40,128.73112,128.73112,152.9666
07/06/2016,41,136.52501,136.52501,121.9917
07/06/2016,42,138.007,138.007,170.5644
07/06/2016,43,150,150,305.337
07/06/2016,44,67.10974,67.10974,152.4234
07/06/2016,45,61.90868,61.90868,77.705
07/06/2016,46,25,25,-191.3745
07/06/2016,47,53.601,53.601,100.2375
07/06/2016,48,62.28971,62.28971,90.4063
08/06/2016,1,28.55,28.55,-16.6575
08/06/2016,2,43.9,43.9,20.3963
08/06/2016,3,28.55,28.55,-110.405
08/06/2016,4,42.9,42.9,3.9394
08/06/2016,5,34.17,34.17,42.8668
08/06/2016,6,45,45,133.0127
08/06/2016,7,27.65,27.65,-59.1274
08/06/2016,8,27.60082,27.60082,-146.6764
08/06/2016,9,40,40,5.3995
08/06/2016,10,27.6,27.6,-151.2508
08/06/2016,11,40,40,27.2367
08/06/2016,12,40,40,171.9307
08/06/2016,13,56.5,56.5,216.3493
08/06/2016,14,56.5,56.5,113.9739
08/06/2016,15,28.00506,28.00506,-187.6664
08/06/2016,16,28.05826,28.05826,-171.309
08/06/2016,17,28.47605,28.47605,-84.9193
08/06/2016,18,28.74921,28.74921,-77.6851
08/06/2016,19,118.03244,118.03244,139.2943
08/06/2016,20,31.9977,31.9977,-19.5031
08/06/2016,21,28.23623,28.23623,-80.2781
08/06/2016,22,28.15,28.15,-195.2254
08/06/2016,23,27.22338,27.22338,-199.7448
08/06/2016,24,27.05,27.05,-319.7917
08/06/2016,25,27.16808,27.16808,-305.5499
08/06/2016,26,27.1,27.1,-449.7889
08/06/2016,27,27.1,27.1,-722.7698
08/06/2016,28,27.1,27.1,-666.8556
08/06/2016,29,27.11745,27.11745,-465.3426
08/06/2016,30,9.83843,9.83843,-451.6448
08/06/2016,31,28.16,28.16,-407.8332
08/06/2016,32,28.16,28.16,-499.7874
08/06/2016,33,26.9006,26.9006,-424.3017
08/06/2016,34,28.17,28.17,-388.6811
08/06/2016,35,28.17,28.17,-280.6934
08/06/2016,36,28.5,28.5,-301.9082
08/06/2016,37,28.5,28.5,-170.0449
08/06/2016,38,27.0799,27.0799,-412.2597
08/06/2016,39,27.1,27.1,-377.0013
08/06/2016,40,29.0628,29.0628,-141.3191
08/06/2016,41,29.5,29.5,-12.3774
08/06/2016,42,49.35539,49.35539,17.4913
08/06/2016,43,29.24565,29.24565,-49.5765
08/06/2016,44,29.11,29.11,-156.6224
08/06/2016,45,29.11,29.11,-214.2834
08/06/2016,46,26.46872,26.46872,-214.1657
08/06/2016,47,28.87858,28.87858,-89.4204
08/06/2016,48,29.16,29.16,-44.1137
09/06/2016,1,39,39,1.828
09/06/2016,2,29.15,29.15,-77.855
09/06/2016,3,28.15,28.15,-130.128
09/06/2016,4,28.15,28.15,-274.7859
09/06/2016,5,27.21374,27.21374,-349.2788
09/06/2016,6,27.25,27.25,-168.4179
09/06/2016,7,27.25,27.25,-181.0871
09/06/2016,8,26.21,26.21,-184.296
09/06/2016,9,26.11,26.11,-264.7308
09/06/2016,10,25.74866,25.74866,-210.7746
09/06/2016,11,26.11,26.11,-160.5369
09/06/2016,12,26.2,26.2,-338.7577
09/06/2016,13,28.05,28.05,-43.3128
09/06/2016,14,27.53135,27.53135,-124.7347
09/06/2016,15,28.06,28.06,-73.3752
09/06/2016,16,81.2632,81.2632,175.8667
09/06/2016,17,89.69138,89.69138,201.5043
09/06/2016,18,30,30,-5.0406
09/06/2016,19,72.46176,72.46176,87.3587
09/06/2016,20,28.38312,28.38312,-126.3434
09/06/2016,21,28.21133,28.21133,-406.6387
09/06/2016,22,28.15433,28.15433,-664.1499
09/06/2016,23,28.15367,28.15367,-633.7427
09/06/2016,24,28.2,28.2,-708.087
09/06/2016,25,26.99716,26.99716,-756.646
09/06/2016,26,26.62383,26.62383,-793.6044
09/06/2016,27,26.69454,26.69454,-638.4126
09/06/2016,28,27.41703,27.41703,-819.8649
09/06/2016,29,27.2,27.2,-965.5757
09/06/2016,30,27.27328,27.27328,-916.0818
09/06/2016,31,27.1596,27.1596,-1012.978
09/06/2016,32,27.16833,27.16833,-752.7667
09/06/2016,33,27.22463,27.22463,-745.9154
09/06/2016,34,27.49554,27.49554,-669.1511
09/06/2016,35,28.6,28.6,-459.6754
09/06/2016,36,28.70998,28.70998,-59.0336
09/06/2016,37,170,170,395.8845
09/06/2016,38,127.37503,127.37503,331.6169
09/06/2016,39,160,160,584.0166
09/06/2016,40,151.64793,151.64793,456.5581
09/06/2016,41,68.06933,68.06933,141.2001
09/06/2016,42,28.6041,28.6041,-150.2441
09/06/2016,43,28.69075,28.69075,-57.5687
09/06/2016,44,47,47,7.2356
09/06/2016,45,100,100,202.1074
09/06/2016,46,46.10321,46.10321,28.3327
09/06/2016,47,26.53499,26.53499,-169.9216
09/06/2016,48,26.2,26.2,-126.0036
10/06/2016,1,26.2,26.2,-7.5261
10/06/2016,2,44.09792,44.09792,60.9967
10/06/2016,3,55,55,115.5139
10/06/2016,4,44.1,44.1,153.9278
10/06/2016,5,44.05,44.05,96.9916
10/06/2016,6,44.41212,44.41212,55.5676
10/06/2016,7,28.71,28.71,-35.292
10/06/2016,8,28.76864,28.76864,-77.6833
10/06/2016,9,28.58324,28.58324,-37.0878
10/06/2016,10,27.9,27.9,-43.5667
10/06/2016,11,27.9,27.9,-14.9667
10/06/2016,12,28.35,28.35,-.4464
10/06/2016,13,28.08725,28.08725,-51.2444
10/06/2016,14,94,94,4.9912
10/06/2016,15,128.28104,128.28104,117.1636
10/06/2016,16,140,140,141.1741
10/06/2016,17,70.95312,70.95312,43.4833
10/06/2016,18,28.92677,28.92677,-254.9282
10/06/2016,19,29.5,29.5,-189.0414
10/06/2016,20,30,30,-241.6841
10/06/2016,21,30.08369,30.08369,-134.8136
10/06/2016,22,29.32847,29.32847,-269.0705
10/06/2016,23,30.03224,30.03224,-176.9213
10/06/2016,24,30.09825,30.09825,-162.4528
10/06/2016,25,29.80287,29.80287,-239.5055
10/06/2016,26,28.66825,28.66825,-367.3575
10/06/2016,27,28.98085,28.98085,-246.2415
10/06/2016,28,28.61514,28.61514,-183.2232
10/06/2016,29,28.87956,28.87956,-280.7874
10/06/2016,30,28.20155,28.20155,-306.2608
10/06/2016,31,28.3708,28.3708,-452.6306
10/06/2016,32,28.68308,28.68308,-297.2812
10/06/2016,33,28.99498,28.99498,-62.4008
10/06/2016,34,137.96,137.96,261.5806
10/06/2016,35,76.0143,76.0143,85.5121
10/06/2016,36,29.88459,29.88459,-35.1325
10/06/2016,37,29.42219,29.42219,-75.223
10/06/2016,38,77.94343,77.94343,39.4043
10/06/2016,39,68,68,2.1789
10/06/2016,40,109.12816,109.12816,34.4098
10/06/2016,41,28.93379,28.93379,-343.3154
10/06/2016,42,28.98626,28.98626,-149.3424
10/06/2016,43,69.18056,69.18056,82.9725
10/06/2016,44,65.75902,65.75902,131.3416
10/06/2016,45,64.95,64.95,85.2032
10/06/2016,46,29.25203,29.25203,-100.2136
10/06/2016,47,57,57,115.9039
10/06/2016,48,28.8,28.8,-11.0152
11/06/2016,1,57,57,168.5723
11/06/2016,2,34.08,34.08,37.8869
11/06/2016,3,34.83,34.83,197.8091
11/06/2016,4,34.75,34.75,60.5973
11/06/2016,5,27.75,27.75,-30.2306
11/06/2016,6,45.05,45.05,9.4706
11/06/2016,7,50.89266,50.89266,56.5333
11/06/2016,8,44.95691,44.95691,160.6412
11/06/2016,9,44.95,44.95,250.4902
11/06/2016,10,43.95,43.95,135.4127
11/06/2016,11,44.08798,44.08798,213.6943
11/06/2016,12,43.95,43.95,189.175
11/06/2016,13,46,46,410.9041
11/06/2016,14,46.46145,46.46145,167.3338
11/06/2016,15,26.98553,26.98553,-314.5355
11/06/2016,16,28.71,28.71,-7.4655
11/06/2016,17,45.76962,45.76962,52.603
11/06/2016,18,60.16348,60.16348,224.6705
11/06/2016,19,71.57115,71.57115,266.7054
11/06/2016,20,68.211,68.211,226.5714
11/06/2016,21,153.63286,153.63286,364.7247
11/06/2016,22,137,137,339.75
11/06/2016,23,79.74218,79.74218,330.6499
11/06/2016,24,65.50163,65.50163,207.2225
11/06/2016,25,28.84,28.84,-172.0107
11/06/2016,26,28.89,28.89,-55.6559
11/06/2016,27,28.89,28.89,-97.3484
11/06/2016,28,28.88267,28.88267,-93.9995
11/06/2016,29,28.83233,28.83233,-101.0334
11/06/2016,30,53.75,53.75,25.1393
11/06/2016,31,28.84,28.84,-107.0591
11/06/2016,32,28.84,28.84,-139.3718
11/06/2016,33,28.80326,28.80326,-264.539
11/06/2016,34,28.76733,28.76733,-238.1889
11/06/2016,35,28.77395,28.77395,-48.1022
11/06/2016,36,105.27443,105.27443,327.9348
11/06/2016,37,117.34355,117.34355,420.5927
11/06/2016,38,68.07988,68.07988,155.7126
11/06/2016,39,56.68897,56.68897,22.5898
11/06/2016,40,110,110,19.675
11/06/2016,41,28.88109,28.88109,-76.0917
11/06/2016,42,53.5,53.5,101.9913
11/06/2016,43,103.33983,103.33983,199.4416
11/06/2016,44,58.52088,58.52088,131.0612
11/06/2016,45,28.9,28.9,-10.8167
11/06/2016,46,28.84,28.84,-192.8251
11/06/2016,47,28.85465,28.85465,-180.4917
11/06/2016,48,27.55,27.55,-262.1807
12/06/2016,1,27.99239,27.99239,-164.1616
12/06/2016,2,28.9,28.9,-4.9577
12/06/2016,3,44.95,44.95,48.5158
12/06/2016,4,43,43,7.4334
12/06/2016,5,43.34213,43.34213,39.5213
12/06/2016,6,27.6,27.6,-31.5131
12/06/2016,7,43,43,16.0027
12/06/2016,8,43,43,67.6143
12/06/2016,9,43.41858,43.41858,6.5818
12/06/2016,10,27.55,27.55,-13.4887
12/06/2016,11,26.5,26.5,-63.9675
12/06/2016,12,26.5,26.5,-73.8711
12/06/2016,13,26.5,26.5,-156.6973
12/06/2016,14,26.5,26.5,-210.8759
12/06/2016,15,21.64357,21.64357,-404.9859
12/06/2016,16,26.5,26.5,-199.6657
12/06/2016,17,27.02934,27.02934,-234.9116
12/06/2016,18,28.66,28.66,-24.4038
12/06/2016,19,43.68698,43.68698,15.7075
12/06/2016,20,54.68852,54.68852,104.7666
12/06/2016,21,78.76704,78.76704,188.3663
12/06/2016,22,83.75379,83.75379,222.4665
12/06/2016,23,129.64995,129.64995,257.577
12/06/2016,24,140,140,295.3866
12/06/2016,25,160,160,421.3099
12/06/2016,26,132.77536,132.77536,458.8667
12/06/2016,27,130.70728,130.70728,272.9407
12/06/2016,28,43.05,43.05,29.0677
12/06/2016,29,45,45,40.2084
12/06/2016,30,28.00659,28.00659,-103.1719
12/06/2016,31,27.53518,27.53518,-132.396
12/06/2016,32,28.02,28.02,-156.4143
12/06/2016,33,28.19,28.19,-28.2393
12/06/2016,34,28.19,28.19,-16.0594
12/06/2016,35,124.90396,124.90396,139.2433
12/06/2016,36,59,59,105.0976
12/06/2016,37,59,59,115.0375
12/06/2016,38,59,59,63.8821
12/06/2016,39,59,59,192.0161
12/06/2016,40,59,59,101.0084
12/06/2016,41,59,59,68.3907
12/06/2016,42,59,59,42.9959
12/06/2016,43,59,59,72.278
12/06/2016,44,59,59,3.0961
12/06/2016,45,28.81,28.81,-112.4871
12/06/2016,46,26.68145,26.68145,-469.8385
12/06/2016,47,28.85,28.85,-8.2861
12/06/2016,48,28.85,28.85,-10.7117
13/06/2016,1,27.42491,27.42491,-118.1426
13/06/2016,2,27.11,27.11,-93.6601
13/06/2016,3,50.73339,50.73339,63.6518
13/06/2016,4,27.38842,27.38842,-43.4209
13/06/2016,5,28,28,-47.473
13/06/2016,6,28,28,-82.4625
13/06/2016,7,43.00618,43.00618,41.3778
13/06/2016,8,27.02247,27.02247,-93.3334
13/06/2016,9,26.85,26.85,-228.5545
13/06/2016,10,26.33935,26.33935,-364.6291
13/06/2016,11,24.40439,24.40439,-234.3571
13/06/2016,12,25.18272,25.18272,-249.5881
13/06/2016,13,26.65,26.65,-387.6395
13/06/2016,14,26.66008,26.66008,-382.9049
13/06/2016,15,26.7124,26.7124,-155.2896
13/06/2016,16,28.00193,28.00193,-135.8323
13/06/2016,17,28.84619,28.84619,-82.8832
13/06/2016,18,66,66,30.1443
13/06/2016,19,79.88249,79.88249,175.792
13/06/2016,20,110,110,401.2927
13/06/2016,21,99.19623,99.19623,263.154
13/06/2016,22,81.06669,81.06669,166.1561
13/06/2016,23,96.21361,96.21361,295.8776
13/06/2016,24,74.27247,74.27247,106.6132
13/06/2016,25,80,80,230.4266
13/06/2016,26,80,80,223.9004
13/06/2016,27,93.22941,93.22941,345.0014
13/06/2016,28,80,80,159.8806
13/06/2016,29,80,80,141.5688
13/06/2016,30,73.71086,73.71086,131.5967
13/06/2016,31,28,28,-168.0083
13/06/2016,32,28.07091,28.07091,-212.4607
13/06/2016,33,28.12,28.12,-218.222
13/06/2016,34,30.25,30.25,-14.4738
13/06/2016,35,29.78915,29.78915,-55.6585
13/06/2016,36,31.15,31.15,-15.8118
13/06/2016,37,30.69665,30.69665,-81.75
13/06/2016,38,28.2,28.2,-312.9848
13/06/2016,39,28.96215,28.96215,-130.665
13/06/2016,40,29.1,29.1,-186.8876
13/06/2016,41,27.6182,27.6182,-375.0869
13/06/2016,42,28.96809,28.96809,-136.9642
13/06/2016,43,60,60,18.48
13/06/2016,44,28.85021,28.85021,-237.9381
13/06/2016,45,27.57874,27.57874,-341.3876
13/06/2016,46,25.91043,25.91043,-599.9229
13/06/2016,47,27.07089,27.07089,-383.4231
13/06/2016,48,27.05,27.05,-272.049
14/06/2016,1,26.56148,26.56148,-319.022
14/06/2016,2,25.25,25.25,-431.4043
14/06/2016,3,24.97416,24.97416,-666.6495
14/06/2016,4,25,25,-633.0001
14/06/2016,5,24.51272,24.51272,-595.2732
14/06/2016,6,25.25,25.25,-357.5998
14/06/2016,7,25.10511,25.10511,-334.5022
14/06/2016,8,25.01,25.01,-231.326
14/06/2016,9,25.01,25.01,-237.8181
14/06/2016,10,24.42,24.42,-163.4073
14/06/2016,11,25.425,25.425,-100.5308
14/06/2016,12,25.10477,25.10477,-191.2328
14/06/2016,13,25.58168,25.58168,-199.7853
14/06/2016,14,27.19,27.19,-184.0723
14/06/2016,15,28.03075,28.03075,-209.905
14/06/2016,16,28.09081,28.09081,-107.1028
14/06/2016,17,28.0924,28.0924,-86.2319
14/06/2016,18,48.05,48.05,-136.9667
14/06/2016,19,46.1,46.1,-186.2093
14/06/2016,20,44.77,44.77,-90.7786
14/06/2016,21,27.2,27.2,-229.3974
14/06/2016,22,27.2,27.2,-402.4861
14/06/2016,23,27.2,27.2,-596.5738
14/06/2016,24,27.2,27.2,-551.2889
14/06/2016,25,26.56,26.56,-187.1739
14/06/2016,26,27.19,27.19,-298.8495
14/06/2016,27,27.2,27.2,-414.6882
14/06/2016,28,27.2,27.2,-445.5171
14/06/2016,29,26.56,26.56,-406.7596
14/06/2016,30,26.54023,26.54023,-478.7223
14/06/2016,31,27.5,27.5,-481.2919
14/06/2016,32,27.5,27.5,-692.6109
14/06/2016,33,27.5,27.5,-599.0437
14/06/2016,34,27.5,27.5,-583.9023
14/06/2016,35,27.6,27.6,-494.0722
14/06/2016,36,27.98717,27.98717,-215.9436
14/06/2016,37,27.72,27.72,-104.2369
14/06/2016,38,27.72,27.72,-79.931
14/06/2016,39,62.5,62.5,150.8999
14/06/2016,40,67.60749,67.60749,267.2082
14/06/2016,41,60.84236,60.84236,100.3139
14/06/2016,42,56.3295,56.3295,29.7985
14/06/2016,43,30,30,-37.1947
14/06/2016,44,27.6146,27.6146,-213.5415
14/06/2016,45,28.56785,28.56785,-40.4216
14/06/2016,46,40,40,21.045
14/06/2016,47,51.80698,51.80698,284.7808
14/06/2016,48,42.98,42.98,195.1507
15/06/2016,1,39,39,301.1869
15/06/2016,2,39,39,195.3276
15/06/2016,3,42.89,42.89,150.3405
15/06/2016,4,32.77,32.77,84.8
15/06/2016,5,27.5,27.5,-69.8416
15/06/2016,6,27.5,27.5,-71.1096
15/06/2016,7,27.5,27.5,-38.5916
15/06/2016,8,42.9185,42.9185,45.8832
15/06/2016,9,27.5,27.5,-108.8246
15/06/2016,10,27.5,27.5,-169.153
15/06/2016,11,26.50155,26.50155,-224.2011
15/06/2016,12,27.5,27.5,-157.5592
15/06/2016,13,27.5,27.5,-218.8128
15/06/2016,14,27.44066,27.44066,-411.1196
15/06/2016,15,26.5,26.5,-407.5459
15/06/2016,16,27.89,27.89,-128.2282
15/06/2016,17,27.89,27.89,-177.4585
15/06/2016,18,27.5,27.5,-324.8654
15/06/2016,19,27.6,27.6,-346.9303
15/06/2016,20,27.6,27.6,-331.5859
15/06/2016,21,27.6,27.6,-204.7459
15/06/2016,22,28.8,28.8,-258.3512
15/06/2016,23,28.8,28.8,-229.1992
15/06/2016,24,37.58,37.58,-190.6482
15/06/2016,25,37.72,37.72,-51.8849
15/06/2016,26,28.75,28.75,-205.8096
15/06/2016,27,28.13,28.13,-220.5326
15/06/2016,28,28.15,28.15,-389.9743
15/06/2016,29,28.1,28.1,-284.7432
15/06/2016,30,28.22,28.22,-392.6895
15/06/2016,31,28.23,28.23,-495.6998
15/06/2016,32,28.23,28.23,-411.1083
15/06/2016,33,27.55,27.55,-415.2208
15/06/2016,34,48.77,48.77,-147.815
15/06/2016,35,25.56075,25.56075,-227.6329
15/06/2016,36,28.8,28.8,-173.9244
15/06/2016,37,28.8,28.8,-306.1867
15/06/2016,38,28.8,28.8,-246.545
15/06/2016,39,29,29,-198.0351
15/06/2016,40,36.51,36.51,-105.3226
15/06/2016,41,28.81,28.81,-130.8119
15/06/2016,42,28.45,28.45,-233.2315
15/06/2016,43,28.23,28.23,-212.0419
15/06/2016,44,28.23,28.23,-148.3158
15/06/2016,45,28.17,28.17,-271.7826
15/06/2016,46,26.00962,26.00962,-577.924
15/06/2016,47,27.3,27.3,-459.689
15/06/2016,48,26.8,26.8,-513.4354
16/06/2016,1,26.30253,26.30253,-586.8797
16/06/2016,2,26.01,26.01,-437.3407
16/06/2016,3,26.30026,26.30026,-315.1917
16/06/2016,4,26.55956,26.55956,-223.8962
16/06/2016,5,26.37689,26.37689,-217.2763
16/06/2016,6,26.5,26.5,-179.5
16/06/2016,7,26.5,26.5,-148.534
16/06/2016,8,26.5,26.5,-34.2334
16/06/2016,9,26.5,26.5,-102.2651
16/06/2016,10,26,26,-7.8089
16/06/2016,11,27.62,27.62,10.3667
16/06/2016,12,26,26,-53.7783
16/06/2016,13,32.8,32.8,2.6947
16/06/2016,14,26.8,26.8,-168.5141
16/06/2016,15,26,26,-375.609
16/06/2016,16,27.43376,27.43376,-145.5497
16/06/2016,17,63.01939,63.01939,34.606
16/06/2016,18,28.13065,28.13065,-104.5084
16/06/2016,19,115.84298,115.84298,58.8714
16/06/2016,20,106.2976,106.2976,64.1833
16/06/2016,21,28.93217,28.93217,-74.4528
16/06/2016,22,53.56839,53.56839,147.9839
16/06/2016,23,77.29813,77.29813,38.3347
16/06/2016,24,39,39,23.4538
16/06/2016,25,110,110,111.9784
16/06/2016,26,120,120,199.4254
16/06/2016,27,84.88,84.88,.2417
16/06/2016,28,28.3,28.3,-187.2617
16/06/2016,29,25.2,25.2,-414.65
16/06/2016,30,28.85,28.85,-376.8087
16/06/2016,31,26.25,26.25,-499.0251
16/06/2016,32,26.25,26.25,-607.9862
16/06/2016,33,27.17,27.17,-497.5801
16/06/2016,34,27.7,27.7,-408.9368
16/06/2016,35,28.91,28.91,-414.5146
16/06/2016,36,28.91,28.91,-178.2124
16/06/2016,37,29.6,29.6,-102.8
16/06/2016,38,29.6,29.6,-82.2418
16/06/2016,39,49.39652,49.39652,5.3415
16/06/2016,40,66.61771,66.61771,124.8593
16/06/2016,41,63.00593,63.00593,162.6596
16/06/2016,42,66,66,243.6479
16/06/2016,43,59,59,100.8058
16/06/2016,44,28.91,28.91,-65.6411
16/06/2016,45,27.52,27.52,-282.1923
16/06/2016,46,25.3,25.3,-234.8873
16/06/2016,47,52.4088,52.4088,99.8378
16/06/2016,48,28.29141,28.29141,-102.6623
17/06/2016,1,28.30445,28.30445,-36.6389
17/06/2016,2,26.5,26.5,-133.8042
17/06/2016,3,28.25,28.25,-119.7089
17/06/2016,4,27.47142,27.47142,-252.5808
17/06/2016,5,26.2,26.2,-220.9862
17/06/2016,6,26.2,26.2,-181.3507
17/06/2016,7,25.93843,25.93843,-251.348
17/06/2016,8,26.2,26.2,-121.35
17/06/2016,9,26.2,26.2,-159.7833
17/06/2016,10,25.79979,25.79979,-259.7963
17/06/2016,11,26,26,-177.9429
17/06/2016,12,26,26,-160.7347
17/06/2016,13,26,26,-243.3091
17/06/2016,14,26.49,26.49,-357.6689
17/06/2016,15,26.22147,26.22147,-115.5207
17/06/2016,16,28.25,28.25,-90.9291
17/06/2016,17,58,58,21.9583
17/06/2016,18,29.36683,29.36683,-33.9822
17/06/2016,19,29.05,29.05,-57.9417
17/06/2016,20,66,66,2.6919
17/06/2016,21,66,66,15.6794
17/06/2016,22,23,23,-138.739
17/06/2016,23,30,30,-211.9621
17/06/2016,24,29.08,29.08,-341.2581
17/06/2016,25,46.68,46.68,-395.2539
17/06/2016,26,28.2,28.2,-538.0326
17/06/2016,27,29.02,29.02,-427.4483
17/06/2016,28,28.2,28.2,-544.1805
17/06/2016,29,27.8,27.8,-439.3311
17/06/2016,30,27.8,27.8,-534.6579
17/06/2016,31,28.01,28.01,-278.5087
17/06/2016,32,26.1,26.1,-262.7104
17/06/2016,33,23,23,-684.0288
17/06/2016,34,27.02975,27.02975,-602.091
17/06/2016,35,28.07548,28.07548,-310.7898
17/06/2016,36,28.27525,28.27525,-172.9851
17/06/2016,37,28.28,28.28,-243.5306
17/06/2016,38,28.25,28.25,-473.7519
17/06/2016,39,27.6,27.6,-494.8701
17/06/2016,40,27.6,27.6,-71.5884
17/06/2016,41,28.55,28.55,-5.7916
17/06/2016,42,55.69856,55.69856,190.4405
17/06/2016,43,58,58,248.8882
17/06/2016,44,58,58,132.3645
17/06/2016,45,58,58,10.1179
17/06/2016,46,27.7,27.7,-130.3391
17/06/2016,47,27.7,27.7,-15.3113
17/06/2016,48,45,45,51.3238
18/06/2016,1,27.82,27.82,-49.2883
18/06/2016,2,27.81018,27.81018,-77.6099
18/06/2016,3,27.81,27.81,-165.7331
18/06/2016,4,26.99598,26.99598,-281.0532
18/06/2016,5,25.23833,25.23833,-350.5266
18/06/2016,6,26.46733,26.46733,-357.9305
18/06/2016,7,25.0188,25.0188,-307.6866
18/06/2016,8,24.52979,24.52979,-286.401
18/06/2016,9,22.96049,22.96049,-356.8167
18/06/2016,10,18.93594,18.93594,-329.6167
18/06/2016,11,20.94059,20.94059,-288.95
18/06/2016,12,26.0036,26.0036,-243.1102
18/06/2016,13,26.01973,26.01973,-152.5333
18/06/2016,14,26.01604,26.01604,-205.2668
18/06/2016,15,21.27411,21.27411,-192.298
18/06/2016,16,20.0577,20.0577,-119.0235
18/06/2016,17,28,28,-45.5065
18/06/2016,18,65.88523,65.88523,63.3237
18/06/2016,19,66.11951,66.11951,106.4939
18/06/2016,20,68.13953,68.13953,129.7269
18/06/2016,21,66,66,61.7326
18/06/2016,22,64.19476,64.19476,97.2764
18/06/2016,23,78.15408,78.15408,48.0287
18/06/2016,24,28.95598,28.95598,-18.2391
18/06/2016,25,89.86024,89.86024,126.7938
18/06/2016,26,51.22851,51.22851,44.242
18/06/2016,27,28.55,28.55,-161.1917
18/06/2016,28,27.72821,27.72821,-76.641
18/06/2016,29,26.56436,26.56436,-150.0089
18/06/2016,30,24.9,24.9,-216.8543
18/06/2016,31,26.54036,26.54036,-53.7542
18/06/2016,32,46.15019,46.15019,64.1427
