Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
15/11/2016,43,38.77015,38.77015,-146.6872
15/11/2016,44,30.66218,30.66218,-307.3236
15/11/2016,45,36,36,-463.2983
15/11/2016,46,36,36,-582.4733
15/11/2016,47,25.75907,25.75907,-301.0169
15/11/2016,48,63.95,63.95,123.9785
16/11/2016,1,58,58,185.275
16/11/2016,2,58,58,254.1388
16/11/2016,3,58.48545,58.48545,288.2781
16/11/2016,4,52.1,52.1,138.0142
16/11/2016,5,40,40,-88.0909
16/11/2016,6,15,15,-338.7859
16/11/2016,7,0,0,-628.8716
16/11/2016,8,0,0,-758.3712
16/11/2016,9,31.3,31.3,-516.1832
16/11/2016,10,32.89,32.89,-291.5081
16/11/2016,11,32.04,32.04,-173.6247
16/11/2016,12,53.5,53.5,92.0642
16/11/2016,13,56,56,131.8657
16/11/2016,14,32.15,32.15,-245.9328
16/11/2016,15,11.5,11.5,-407.0525
16/11/2016,16,35.35,35.35,-455.9179
16/11/2016,17,15,15,-577.0458
16/11/2016,18,15,15,-1019.9064
16/11/2016,19,15,15,-998.934
16/11/2016,20,15,15,-906.3873
16/11/2016,21,15,15,-843.5172
16/11/2016,22,15,15,-706.8182
16/11/2016,23,15,15,-237.4425
16/11/2016,24,45,45,4.1629
16/11/2016,25,59.89,59.89,47.9598
16/11/2016,26,60,60,199.1545
16/11/2016,27,15,15,-224.0442
16/11/2016,28,-62.55349,-62.55349,-751.3281
16/11/2016,29,15,15,-629.8819
16/11/2016,30,15,15,-764.3092
16/11/2016,31,21.27399,21.27399,-559.1462
16/11/2016,32,38.0343,38.0343,-67.8032
16/11/2016,33,81.69656,81.69656,323.6663
16/11/2016,34,94.85,94.85,391.8941
16/11/2016,35,110,110,318.5276
16/11/2016,36,140,140,434.2916
16/11/2016,37,140,140,711.8994
16/11/2016,38,140,140,730.477
16/11/2016,39,139.68578,139.68578,738.0435
16/11/2016,40,131.99752,131.99752,601.9051
16/11/2016,41,76.95,76.95,74.4408
16/11/2016,42,37.7,37.7,-177.6167
16/11/2016,43,37.6,37.6,-337.8224
16/11/2016,44,36.84491,36.84491,-686.3217
16/11/2016,45,22.87251,22.87251,-471.9582
16/11/2016,46,36.75,36.75,-399.6397
16/11/2016,47,36.75,36.75,-391.8401
16/11/2016,48,36.96387,36.96387,-214.3211
17/11/2016,1,36.64179,36.64179,-196.6929
17/11/2016,2,36.37407,36.37407,-171.9042
17/11/2016,3,30.75029,30.75029,-174.2772
17/11/2016,4,61.54847,61.54847,104.0996
17/11/2016,5,32.34134,32.34134,6.0629
17/11/2016,6,27,27,-86.3311
17/11/2016,7,19.68191,19.68191,-42.7553
17/11/2016,8,19.6339,19.6339,-73.4033
17/11/2016,9,50.5,50.5,116.1491
17/11/2016,10,50.11307,50.11307,46.7343
17/11/2016,11,19.5,19.5,-2.9917
17/11/2016,12,50.5,50.5,136.3195
17/11/2016,13,76.62819,76.62819,269.7997
17/11/2016,14,100,100,448.0771
17/11/2016,15,167,167,575.4411
17/11/2016,16,166.07428,166.07428,713.9404
17/11/2016,17,160,160,376.0546
17/11/2016,18,37.95,37.95,-148.7063
17/11/2016,19,37.10904,37.10904,-328.5919
17/11/2016,20,32.95336,32.95336,-507.6167
17/11/2016,21,37.59528,37.59528,-31.421
17/11/2016,22,118.70238,118.70238,268.4055
17/11/2016,23,125.23033,125.23033,520.6421
17/11/2016,24,140,140,836.3649
17/11/2016,25,137.72235,137.72235,711.7491
17/11/2016,26,118.3595,118.3595,227.096
17/11/2016,27,37.20483,37.20483,-184.5153
17/11/2016,28,36.95,36.95,-498.7584
17/11/2016,29,36.94416,36.94416,-671.2008
17/11/2016,30,36.95,36.95,-630.752
17/11/2016,31,36.76211,36.76211,-803.1962
17/11/2016,32,36.9,36.9,-695.2355
17/11/2016,33,37.04361,37.04361,-610.6441
17/11/2016,34,39.6421,39.6421,-200.1397
17/11/2016,35,185.269,185.269,392.2774
17/11/2016,36,210.20058,210.20058,655.3015
17/11/2016,37,182.55707,182.55707,375.1612
17/11/2016,38,156.09,156.09,282.5831
17/11/2016,39,42.5,42.5,-47.6853
17/11/2016,40,75,75,94.931
17/11/2016,41,175.30433,175.30433,294.6232
17/11/2016,42,175.12519,175.12519,257.1268
17/11/2016,43,75,75,154.4941
17/11/2016,44,37.38,37.38,-99.5389
17/11/2016,45,37.35202,37.35202,-253.9097
17/11/2016,46,36.30109,36.30109,-623.5493
17/11/2016,47,35.95,35.95,-438.1578
17/11/2016,48,33.14291,33.14291,-290.9292
18/11/2016,1,36.3,36.3,-238.2267
18/11/2016,2,36.99,36.99,-51.6507
18/11/2016,3,36.76796,36.76796,-111.5089
18/11/2016,4,30.15,30.15,-263.7198
18/11/2016,5,30.1,30.1,-291.8753
18/11/2016,6,30.1,30.1,-247.9441
18/11/2016,7,20.3,20.3,-455.399
18/11/2016,8,20.3,20.3,-360.8086
18/11/2016,9,20.3,20.3,-198.926
18/11/2016,10,20.3,20.3,-252.592
18/11/2016,11,34.35014,34.35014,-178.0414
18/11/2016,12,36.11122,36.11122,-327.3025
18/11/2016,13,36.91273,36.91273,-134.0877
18/11/2016,14,36.94739,36.94739,-132.3836
18/11/2016,15,37.1,37.1,-212.4297
18/11/2016,16,37.1,37.1,-124.3274
18/11/2016,17,30.15,30.15,-259.8652
18/11/2016,18,30.15,30.15,-238.9434
18/11/2016,19,30.15,30.15,-248.6448
18/11/2016,20,30.15,30.15,-180.5014
18/11/2016,21,37.92254,37.92254,-50.39
18/11/2016,22,63.67859,63.67859,156.6878
18/11/2016,23,139.86632,139.86632,369.3157
18/11/2016,24,131.15942,131.15942,465.3639
18/11/2016,25,120,120,417.8797
18/11/2016,26,43.57994,43.57994,55.2153
18/11/2016,27,42.49072,42.49072,59.2493
18/11/2016,28,38.39739,38.39739,-87.0862
18/11/2016,29,70.99,70.99,20.1127
18/11/2016,30,92.38853,92.38853,151.7334
18/11/2016,31,40,40,1.4655
18/11/2016,32,71.31646,71.31646,129.9107
18/11/2016,33,118.8,118.8,32.6135
18/11/2016,34,127.85703,127.85703,58.4056
18/11/2016,35,168.85,168.85,195.3086
18/11/2016,36,46.03787,46.03787,-41.6938
18/11/2016,37,42.00533,42.00533,-108.6812
18/11/2016,38,39.08596,39.08596,-332.1858
18/11/2016,39,40.41701,40.41701,-55.1905
18/11/2016,40,38.50869,38.50869,-298.7734
18/11/2016,41,48.19569,48.19569,204.9593
18/11/2016,42,49.98582,49.98582,6.0744
18/11/2016,43,54,54,65.5569
18/11/2016,44,59.66,59.66,174.8914
18/11/2016,45,54,54,4.8896
18/11/2016,46,37.94144,37.94144,-231.13
18/11/2016,47,37.1287,37.1287,-174.4816
18/11/2016,48,37.1556,37.1556,-36.8246
19/11/2016,1,37.1,37.1,-6.4461
19/11/2016,2,37.1,37.1,-14.8036
19/11/2016,3,50.65111,50.65111,96.9451
19/11/2016,4,60.36179,60.36179,239.7355
19/11/2016,5,17.56118,17.56118,-196.5088
19/11/2016,6,76.72712,76.72712,201.8771
19/11/2016,7,50,50,190.4501
19/11/2016,8,49,49,12.4914
19/11/2016,9,49,49,53.8751
19/11/2016,10,49,49,51.1883
19/11/2016,11,29.07029,29.07029,-130.5402
19/11/2016,12,2.5,2.5,-132.1806
19/11/2016,13,24.36762,24.36762,-105.868
19/11/2016,14,30.1,30.1,-344.4816
19/11/2016,15,37.1,37.1,-4.0184
19/11/2016,16,62.95,62.95,89.2395
19/11/2016,17,37.1,37.1,-35.5724
19/11/2016,18,62.95,62.95,66.6578
19/11/2016,19,37.1,37.1,-247.0408
19/11/2016,20,37.1,37.1,-265.0538
19/11/2016,21,37.1,37.1,-410.3457
19/11/2016,22,37.0113,37.0113,-531.6707
19/11/2016,23,37.08558,37.08558,-516.4108
19/11/2016,24,37.1,37.1,-514.481
19/11/2016,25,37.7943,37.7943,-216.9667
19/11/2016,26,38.19244,38.19244,-92.3111
19/11/2016,27,38.01698,38.01698,-95.4917
19/11/2016,28,39.02078,39.02078,22.1264
19/11/2016,29,68.25,68.25,105.6885
19/11/2016,30,85.59692,85.59692,286.1957
19/11/2016,31,38.10152,38.10152,-128.6922
19/11/2016,32,37.1,37.1,-324.8311
19/11/2016,33,37.95891,37.95891,-147.6196
19/11/2016,34,37.1,37.1,-197.2854
19/11/2016,35,144.49848,144.49848,75.0308
19/11/2016,36,210.98,210.98,187.1667
19/11/2016,37,210.98,210.98,146.7582
19/11/2016,38,39.41861,39.41861,-111.761
19/11/2016,39,37.64218,37.64218,-274.6362
19/11/2016,40,36.74687,36.74687,-287.5202
19/11/2016,41,38.4,38.4,-160.6229
19/11/2016,42,38.40524,38.40524,-167.9467
19/11/2016,43,66,66,379.0545
19/11/2016,44,64.10798,64.10798,375.086
19/11/2016,45,59.25834,59.25834,256.7527
19/11/2016,46,45,45,4.9032
19/11/2016,47,37.11119,37.11119,-181.0725
19/11/2016,48,37.60385,37.60385,-50.4491
20/11/2016,1,37.04473,37.04473,-211.5337
20/11/2016,2,37.11,37.11,-28.3227
20/11/2016,3,56,56,161.3436
20/11/2016,4,54.20699,54.20699,184.7065
20/11/2016,5,58.85056,58.85056,298.1706
20/11/2016,6,53.27805,53.27805,232.1583
20/11/2016,7,54.85938,54.85938,144.9287
20/11/2016,8,32.3,32.3,-53.9382
20/11/2016,9,15.5,15.5,-233.946
20/11/2016,10,15.5,15.5,-349.6763
20/11/2016,11,15.5,15.5,-405.5502
20/11/2016,12,15.5,15.5,-259.6758
20/11/2016,13,51.25,51.25,48.2249
20/11/2016,14,53.95,53.95,353.0498
20/11/2016,15,92,92,691.4497
20/11/2016,16,85.56335,85.56335,781.2942
20/11/2016,17,68.15816,68.15816,746.4907
20/11/2016,18,67.10393,67.10393,527.5594
20/11/2016,19,103.364,103.364,410.7258
20/11/2016,20,139.39345,139.39345,956.4393
20/11/2016,21,140,140,1084.0589
20/11/2016,22,131.40782,131.40782,1097.4638
20/11/2016,23,127.61323,127.61323,954.8431
20/11/2016,24,140,140,1038.443
20/11/2016,25,135.20155,135.20155,1180.0213
20/11/2016,26,135.99157,135.99157,1100.829
20/11/2016,27,136.0168,136.0168,1278.3674
20/11/2016,28,136.62894,136.62894,1182.6513
20/11/2016,29,95,95,746.1466
20/11/2016,30,104.09252,104.09252,587.0353
20/11/2016,31,975.82085,975.82085,644.7904
20/11/2016,32,1011.32,1011.32,605.3873
20/11/2016,33,868.08755,868.08755,476.738
20/11/2016,34,866.32,866.32,451.9788
20/11/2016,35,866.32,866.32,427.455
20/11/2016,36,1011.32,1011.32,445.1237
20/11/2016,37,967.64977,967.64977,384.9496
20/11/2016,38,89.53096,89.53096,80.8986
20/11/2016,39,61.02884,61.02884,21.2987
20/11/2016,40,43.70888,43.70888,-329.4092
20/11/2016,41,44.5,44.5,-99.7467
20/11/2016,42,64.5,64.5,150.5568
20/11/2016,43,85,85,507.6192
20/11/2016,44,85,85,549.7857
20/11/2016,45,75.81544,75.81544,430.5486
20/11/2016,46,59.25,59.25,57.682
20/11/2016,47,38.4,38.4,-64.4846
20/11/2016,48,51,51,63.3631
21/11/2016,1,54.39715,54.39715,164.9074
21/11/2016,2,55,55,312.9583
21/11/2016,3,52.95,52.95,260.5133
21/11/2016,4,52.899,52.899,60.6075
21/11/2016,5,33.89593,33.89593,-244.1409
21/11/2016,6,34.80306,34.80306,-177.4157
21/11/2016,7,35.38457,35.38457,-85.05
21/11/2016,8,35.36923,35.36923,-36.3174
21/11/2016,9,33,33,-4.8917
21/11/2016,10,32.13967,32.13967,-101.3106
21/11/2016,11,32.31417,32.31417,-20.7832
21/11/2016,12,35.99184,35.99184,-108.6268
21/11/2016,13,37.09567,37.09567,-279.6228
21/11/2016,14,37.65,37.65,-249.3326
21/11/2016,15,40.21691,40.21691,-31.941
21/11/2016,16,86.88532,86.88532,315.4685
21/11/2016,17,62.36684,62.36684,156.0677
21/11/2016,18,44.5,44.5,-16.4245
21/11/2016,19,95,95,383.3984
21/11/2016,20,120.47163,120.47163,637.6473
21/11/2016,21,89.99,89.99,535.4812
21/11/2016,22,91.0713,91.0713,685.0742
21/11/2016,23,145.71297,145.71297,836.1337
21/11/2016,24,114.65932,114.65932,668.0673
21/11/2016,25,140,140,760.3233
21/11/2016,26,140,140,835.6275
21/11/2016,27,124.95,124.95,560.1413
21/11/2016,28,124.95,124.95,466.0531
21/11/2016,29,68,68,13.4574
21/11/2016,30,43.5,43.5,-312.5679
21/11/2016,31,40.96894,40.96894,-422.6709
21/11/2016,32,40.61354,40.61354,-145.4657
21/11/2016,33,38.46281,38.46281,-188.5941
21/11/2016,34,41.68415,41.68415,-22.1267
21/11/2016,35,38.31165,38.31165,-189.3428
21/11/2016,36,37.5,37.5,-416.8028
21/11/2016,37,38.63221,38.63221,-368.8045
21/11/2016,38,41.24124,41.24124,-118.1784
21/11/2016,39,59,59,164.4293
21/11/2016,40,59,59,338.5815
21/11/2016,41,58.95,58.95,102.4603
21/11/2016,42,37.68267,37.68267,-243.3905
21/11/2016,43,37.12245,37.12245,-308.8579
21/11/2016,44,37.13657,37.13657,-121.4387
21/11/2016,45,34.6737,34.6737,-313.4042
21/11/2016,46,32.56507,32.56507,-594.0439
21/11/2016,47,36.33315,36.33315,-24.522
21/11/2016,48,34.95,34.95,-19.8289
22/11/2016,1,51.19425,51.19425,47.1235
22/11/2016,2,56.81117,56.81117,327.5001
22/11/2016,3,54.5,54.5,215.0289
22/11/2016,4,56.75,56.75,142.3031
22/11/2016,5,52.15247,52.15247,178.6278
22/11/2016,6,51.95,51.95,229.7516
22/11/2016,7,50.95933,50.95933,148.0734
22/11/2016,8,50.75,50.75,89.4083
22/11/2016,9,50.75,50.75,15.4916
22/11/2016,10,50.75,50.75,38.3109
22/11/2016,11,20.5,20.5,-6.8078
22/11/2016,12,61.01243,61.01243,95.2836
22/11/2016,13,62,62,190.8331
22/11/2016,14,33.52623,33.52623,-227.1168
22/11/2016,15,74.81254,74.81254,119.3365
22/11/2016,16,79.83947,79.83947,63.0052
22/11/2016,17,90,90,239.9529
22/11/2016,18,89.39976,89.39976,134.6956
22/11/2016,19,128.55153,128.55153,508.9259
22/11/2016,20,126.10185,126.10185,533.4806
22/11/2016,21,91.2659,91.2659,290.3756
22/11/2016,22,71.23855,71.23855,75.1803
22/11/2016,23,36.24032,36.24032,-335.5897
22/11/2016,24,36.25,36.25,-413.9168
22/11/2016,25,36.89,36.89,-143.9223
22/11/2016,26,64.58739,64.58739,95.3068
22/11/2016,27,135.75002,135.75002,176.8239
22/11/2016,28,130.95238,130.95238,146.2484
22/11/2016,29,56.83352,56.83352,23.6559
22/11/2016,30,36.9,36.9,-61.3001
22/11/2016,31,36.89531,36.89531,-185.6689
22/11/2016,32,39.33898,39.33898,-55.5002
22/11/2016,33,35.90332,35.90332,-523.8009
22/11/2016,34,36.34453,36.34453,-396.8458
22/11/2016,35,36,36,-392.9037
22/11/2016,36,36,36,-181.3366
22/11/2016,37,110,110,85.5698
22/11/2016,38,129.11546,129.11546,151.0136
22/11/2016,39,110.0162,110.0162,401.3684
22/11/2016,40,87.85265,87.85265,310.8443
22/11/2016,41,69,69,246.4591
22/11/2016,42,85.36511,85.36511,467.681
22/11/2016,43,70,70,157.8563
22/11/2016,44,76.12734,76.12734,265.4044
22/11/2016,45,63.38416,63.38416,235.5537
22/11/2016,46,57.56311,57.56311,179.6036
22/11/2016,47,57.5,57.5,229.804
22/11/2016,48,50.34,50.34,22.1828
23/11/2016,1,57.6361,57.6361,82.5259
23/11/2016,2,59,59,211.3247
23/11/2016,3,51.16452,51.16452,29.546
23/11/2016,4,50,50,75.9132
23/11/2016,5,50.13727,50.13727,153.6462
23/11/2016,6,50.55,50.55,239.0594
23/11/2016,7,51.3706,51.3706,315.0547
23/11/2016,8,52.51333,52.51333,282.6899
23/11/2016,9,51.23046,51.23046,229.112
23/11/2016,10,50.75475,50.75475,203.7642
23/11/2016,11,34.6089,34.6089,-185.7396
23/11/2016,12,35,35,-330.1078
23/11/2016,13,75.97516,75.97516,145.2687
23/11/2016,14,64.72416,64.72416,91.1358
23/11/2016,15,104.56235,104.56235,99.0163
23/11/2016,16,155.39818,155.39818,460.8416
23/11/2016,17,98.69954,98.69954,152.3949
23/11/2016,18,43.52974,43.52974,-24.4662
23/11/2016,19,85,85,36.0441
23/11/2016,20,85,85,69.3155
23/11/2016,21,41.3,41.3,-.5662
23/11/2016,22,41.21438,41.21438,-135.8083
23/11/2016,23,41.3,41.3,-61.5207
23/11/2016,24,85,85,3.4804
23/11/2016,25,85,85,29.2585
23/11/2016,26,41.23797,41.23797,-83.5584
23/11/2016,27,41.11383,41.11383,-238.7222
23/11/2016,28,41.1,41.1,-273.9611
23/11/2016,29,41.13813,41.13813,-222.5552
23/11/2016,30,41.10133,41.10133,-271.8773
23/11/2016,31,40.47061,40.47061,-360.1516
23/11/2016,32,37.53,37.53,-474.6533
23/11/2016,33,41.21072,41.21072,-266.6382
23/11/2016,34,41.99233,41.99233,-197.6729
23/11/2016,35,41.92156,41.92156,-245.6448
23/11/2016,36,41.3,41.3,-371.2673
23/11/2016,37,41.2,41.2,-538.2431
23/11/2016,38,41.3,41.3,-243.4577
23/11/2016,39,41.2326,41.2326,-208.9055
23/11/2016,40,41.23881,41.23881,-212.6486
23/11/2016,41,41.3,41.3,-94.5818
23/11/2016,42,41.3,41.3,-16.9567
23/11/2016,43,38.77352,38.77352,-164.1705
23/11/2016,44,37.8,37.8,-165.3368
23/11/2016,45,37.8,37.8,-244.3442
23/11/2016,46,32.21193,32.21193,-498.9479
23/11/2016,47,34.80176,34.80176,-299.0121
23/11/2016,48,32.25,32.25,-154.2034
24/11/2016,1,32.25,32.25,-123.1365
24/11/2016,2,47.75,47.75,22.2454
24/11/2016,3,47.75,47.75,5.6464
24/11/2016,4,35.27487,35.27487,-57.1428
24/11/2016,5,36.67,36.67,-25.1852
24/11/2016,6,36.67,36.67,-55.1156
24/11/2016,7,48.64026,48.64026,54.6752
24/11/2016,8,47.65899,47.65899,11.2167
24/11/2016,9,47.5,47.5,34.8752
24/11/2016,10,36.4,36.4,-24.1427
24/11/2016,11,49.22764,49.22764,230.2676
24/11/2016,12,48.8,48.8,80.6978
24/11/2016,13,50.97989,50.97989,110.2423
24/11/2016,14,116.44379,116.44379,162.7106
24/11/2016,15,36.34069,36.34069,-274.5331
24/11/2016,16,35.93345,35.93345,-180.1451
24/11/2016,17,36.5,36.5,-340.4458
24/11/2016,18,36.7,36.7,-305.5588
24/11/2016,19,40.91255,40.91255,-15.4498
24/11/2016,20,74.5,74.5,140.3859
24/11/2016,21,64.9,64.9,60.0654
24/11/2016,22,41.1,41.1,-52.8246
24/11/2016,23,36.75,36.75,-389.6461
24/11/2016,24,36.7796,36.7796,-304.9569
24/11/2016,25,36.99669,36.99669,-297.0002
24/11/2016,26,36.99781,36.99781,-180.7188
24/11/2016,27,64,64,59.425
24/11/2016,28,64.55189,64.55189,155.43
24/11/2016,29,64,64,18.9432
24/11/2016,30,37.055,37.055,-128.3349
24/11/2016,31,64.12441,64.12441,35.4431
24/11/2016,32,77.55103,77.55103,45.9816
24/11/2016,33,37.2,37.2,-403.3895
24/11/2016,34,41,41,-336.5948
24/11/2016,35,41.1,41.1,-308.1838
24/11/2016,36,41.05303,41.05303,-360.1809
24/11/2016,37,41.2,41.2,-212.9677
24/11/2016,38,44.50614,44.50614,-43.0475
24/11/2016,39,43.99951,43.99951,-38.997
24/11/2016,40,41.06656,41.06656,-93.9419
24/11/2016,41,47.57859,47.57859,202.0565
24/11/2016,42,48.04734,48.04734,108.7044
24/11/2016,43,70,70,72.9399
24/11/2016,44,37.2,37.2,-69.632
24/11/2016,45,37.2,37.2,-226.4107
24/11/2016,46,36.42013,36.42013,-301.8963
24/11/2016,47,36.74509,36.74509,-75.3819
24/11/2016,48,48.09,48.09,.8567
25/11/2016,1,49.21196,49.21196,60.5441
25/11/2016,2,51.2392,51.2392,126.5345
25/11/2016,3,48.50041,48.50041,115.2362
25/11/2016,4,36.54008,36.54008,-53.0416
25/11/2016,5,36.5917,36.5917,-134.6905
25/11/2016,6,36.68349,36.68349,-25.1549
25/11/2016,7,36.61,36.61,-2.0635
25/11/2016,8,48.09,48.09,13.6666
25/11/2016,9,48.09,48.09,64.4802
25/11/2016,10,48.23939,48.23939,128.2317
25/11/2016,11,49.71296,49.71296,157.5949
25/11/2016,12,49.453,49.453,163.6262
25/11/2016,13,60.39972,60.39972,121.4001
25/11/2016,14,55.84331,55.84331,94.2472
25/11/2016,15,35.5737,35.5737,-120.46
25/11/2016,16,115.06362,115.06362,75.6362
25/11/2016,17,57.5,57.5,108.2145
25/11/2016,18,37.56,37.56,-4.6291
25/11/2016,19,81.76768,81.76768,18.621
25/11/2016,20,37.56,37.56,-150.1646
25/11/2016,21,37.55244,37.55244,-264.2922
25/11/2016,22,37.12787,37.12787,-458.4757
25/11/2016,23,36.816,36.816,-638.833
25/11/2016,24,37.09346,37.09346,-745.7249
25/11/2016,25,37.33585,37.33585,-885.3044
25/11/2016,26,37.65,37.65,-695.4609
25/11/2016,27,37.7,37.7,-686.6214
25/11/2016,28,37.77,37.77,-585.3642
25/11/2016,29,37.76872,37.76872,-616.8239
25/11/2016,30,37.75215,37.75215,-581.6855
25/11/2016,31,37.85429,37.85429,-454.9606
25/11/2016,32,37.88,37.88,-372.7874
25/11/2016,33,37.61609,37.61609,-603.1046
25/11/2016,34,38.57453,38.57453,-270.5546
25/11/2016,35,40.49878,40.49878,-70.8575
25/11/2016,36,162.44874,162.44874,129.8456
25/11/2016,37,39.22786,39.22786,-63.6197
25/11/2016,38,38.55,38.55,-250.0518
25/11/2016,39,38.59027,38.59027,-230.553
25/11/2016,40,38.64535,38.64535,-116.8302
25/11/2016,41,144.67495,144.67495,348.8841
25/11/2016,42,70,70,544.8181
25/11/2016,43,75,75,641.1226
25/11/2016,44,70,70,447.6243
25/11/2016,45,68.16834,68.16834,415.7043
25/11/2016,46,65,65,328.9301
25/11/2016,47,50.65383,50.65383,12.0333
25/11/2016,48,50,50,7.0684
26/11/2016,1,36.95748,36.95748,-58.5176
26/11/2016,2,50.59968,50.59968,56.4425
26/11/2016,3,51,51,86.277
26/11/2016,4,38.26147,38.26147,-13.397
26/11/2016,5,48.09,48.09,3.8056
26/11/2016,6,37,37,-.3916
26/11/2016,7,48.09,48.09,86.4548
26/11/2016,8,48.09,48.09,24.4833
26/11/2016,9,36.4,36.4,-55.5771
26/11/2016,10,36.32988,36.32988,-122.5611
26/11/2016,11,36.4,36.4,-22.5141
26/11/2016,12,36.40115,36.40115,-60.2251
26/11/2016,13,36.3,36.3,-149.9917
26/11/2016,14,36.31108,36.31108,-146.4049
26/11/2016,15,59.95,59.95,3.5852
26/11/2016,16,36.68681,36.68681,-116.0593
26/11/2016,17,59.95,59.95,8.0414
26/11/2016,18,89.7,89.7,6.9827
26/11/2016,19,117.46026,117.46026,173.5156
26/11/2016,20,113.24333,113.24333,51.1833
26/11/2016,21,115,115,69.8875
26/11/2016,22,37.77,37.77,-94.2058
26/11/2016,23,37.77,37.77,-160.2
26/11/2016,24,37.77,37.77,-229.925
26/11/2016,25,37.77,37.77,-201.8083
26/11/2016,26,37.77,37.77,-333.6051
26/11/2016,27,37.69056,37.69056,-427.4044
26/11/2016,28,37,37,-457.8689
26/11/2016,29,37.27936,37.27936,-438.33
26/11/2016,30,37.77,37.77,-432.5926
26/11/2016,31,38.04138,38.04138,-357.0609
26/11/2016,32,38.15,38.15,-294.1469
26/11/2016,33,37.84642,37.84642,-358.7433
26/11/2016,34,45,45,-10.1813
26/11/2016,35,90,90,194.7413
26/11/2016,36,100,100,163.3091
26/11/2016,37,42.89455,42.89455,-52.3666
26/11/2016,38,38.88,38.88,-129.5959
26/11/2016,39,64.8217,64.8217,38.9789
26/11/2016,40,38.88,38.88,-119.9298
26/11/2016,41,38.88,38.88,-71.198
26/11/2016,42,38.15,38.15,-263.3016
26/11/2016,43,37.91169,37.91169,-111.8013
26/11/2016,44,37.77,37.77,-72.8543
26/11/2016,45,37.51,37.51,-102.5187
26/11/2016,46,37.46929,37.46929,-240.9116
26/11/2016,47,65,65,87.0358
26/11/2016,48,36.11021,36.11021,-200.3465
27/11/2016,1,34.35,34.35,-162.4118
27/11/2016,2,35.85229,35.85229,-52.5607
27/11/2016,3,34.73115,34.73115,-139.8871
27/11/2016,4,33.46146,33.46146,-170.081
27/11/2016,5,34.61589,34.61589,-159.7775
27/11/2016,6,23.03599,23.03599,-116.7994
27/11/2016,7,34.01559,34.01559,-180.0483
27/11/2016,8,35.01,35.01,-124.8937
27/11/2016,9,35.01,35.01,-149.4834
27/11/2016,10,35.01,35.01,-131.2609
27/11/2016,11,45,45,27.1974
27/11/2016,12,31.93054,31.93054,-44.5997
27/11/2016,13,30.46068,30.46068,-204.7692
27/11/2016,14,15.04347,15.04347,-244.3041
27/11/2016,15,12.73544,12.73544,-368.4079
27/11/2016,16,28.52932,28.52932,-136.3334
27/11/2016,17,16.6007,16.6007,-129.6807
27/11/2016,18,36.13264,36.13264,-68.34
27/11/2016,19,37,37,-67.4553
27/11/2016,20,61.85,61.85,54.4044
27/11/2016,21,61.41876,61.41876,14.9018
27/11/2016,22,37.55395,37.55395,-252.5847
27/11/2016,23,37.35288,37.35288,-458.0967
27/11/2016,24,37.69697,37.69697,-287.1654
27/11/2016,25,37.58503,37.58503,-348.0785
27/11/2016,26,44.51701,44.51701,40.8988
27/11/2016,27,127.49,127.49,235.3029
27/11/2016,28,77.5,77.5,122.8338
27/11/2016,29,37.77,37.77,-332.0482
27/11/2016,30,37.45,37.45,-466.2321
27/11/2016,31,37.45,37.45,-341.026
27/11/2016,32,38.49146,38.49146,-114.3909
27/11/2016,33,140,140,495.1637
27/11/2016,34,146.26562,146.26562,561.6873
27/11/2016,35,94.43481,94.43481,369.2371
27/11/2016,36,83.79814,83.79814,173.6221
27/11/2016,37,45,45,-24.5222
27/11/2016,38,38.94095,38.94095,-158.8356
27/11/2016,39,38.60453,38.60453,-162.2426
27/11/2016,40,38.50088,38.50088,-272.7255
27/11/2016,41,37.77,37.77,-359.7955
27/11/2016,42,37.79,37.79,-333.1564
27/11/2016,43,37.78262,37.78262,-358.3204
27/11/2016,44,37.09303,37.09303,-501.8085
27/11/2016,45,33.99675,33.99675,-674.3832
27/11/2016,46,34.73309,34.73309,-978.9453
27/11/2016,47,34.36227,34.36227,-617.8244
27/11/2016,48,35.01,35.01,-390.8776
28/11/2016,1,35.01,35.01,-131.9994
28/11/2016,2,35.01,35.01,-28.4673
28/11/2016,3,35.1,35.1,-51.2083
28/11/2016,4,35.5126,35.5126,-28.1772
28/11/2016,5,34.9782,34.9782,-225.0161
28/11/2016,6,35.00355,35.00355,-223.8378
28/11/2016,7,34.8948,34.8948,-283.0879
28/11/2016,8,35.01,35.01,-338.6284
28/11/2016,9,35.01,35.01,-274.0453
28/11/2016,10,35.01,35.01,-270.232
28/11/2016,11,31.82843,31.82843,-391.7061
28/11/2016,12,33.70095,33.70095,-437.6601
28/11/2016,13,35.01,35.01,-268.2475
28/11/2016,14,50.6934,50.6934,203.7807
28/11/2016,15,141.44667,141.44667,314.684
28/11/2016,16,140.91906,140.91906,325.1288
28/11/2016,17,128,128,226.2432
28/11/2016,18,41.01,41.01,-40.6085
28/11/2016,19,125.3551,125.3551,56.9853
28/11/2016,20,38.064,38.064,-125.8285
28/11/2016,21,35.63475,35.63475,-498.8675
28/11/2016,22,35.1772,35.1772,-683.0681
28/11/2016,23,34.29,34.29,-922.3669
28/11/2016,24,33.28743,33.28743,-1134.0761
28/11/2016,25,33.83018,33.83018,-1075.4121
28/11/2016,26,35.06183,35.06183,-1066.4415
